timestamp,station_id,connector_id,ocpp_message,status,price_eur_kwh,energy_kwh,power_kw,reason,label
2025-12-01 09:47:29,CP-07,2,MeterValues,Charging,0.3479,126.993,0.8,spoofed_meter_values,1
2025-12-01 09:57:44,CP-08,1,MeterValues,Available,0.3324,5.534,13.89,normal,0
2025-12-01 10:13:12,CP-01,1,StopTransaction,Available,0.2101,4.354,8.7,normal,0
2025-12-01 10:59:16,CP-01,2,RemoteStopTransaction,Charging,1.9217,4.807,3.62,frequent_irregular_change,1
2025-12-01 10:35:35,CP-01,2,StopTransaction,Charging,-0.7511,6.262,8.02,negative_price,1
2025-12-01 10:25:36,CP-02,2,StopTransaction,Charging,0.238,8.924,8.91,normal,0
2025-12-01 09:49:00,CP-05,1,StatusNotification,Preparing,0.3098,4.741,3.96,normal,0
2025-12-01 09:20:44,CP-02,1,RemoteStartTransaction,Preparing,-0.8185,3.996,20.87,negative_price,1
2025-12-01 10:31:59,CP-07,1,StartTransaction,Preparing,0.2606,11.944,13.17,normal,0
2025-12-01 10:06:38,CP-02,2,MeterValues,Available,0.2293,3.94,16.07,normal,0
2025-12-01 09:44:29,CP-09,1,MeterValues,Preparing,0.315,9.574,8.17,normal,0
2025-12-01 09:01:47,CP-09,1,RemoteStopTransaction,Available,-0.1572,0.915,3.36,negative_price,1
2025-12-01 09:01:55,CP-04,1,RemoteStopTransaction,Available,-1.0,2.917,5.25,frequent_irregular_change,1
2025-12-01 09:34:39,CP-01,1,ChangeConfiguration,Faulted,-0.8339,8.674,3.45,negative_price,1
2025-12-01 09:50:20,CP-03,1,StopTransaction,Preparing,0.2431,1.085,19.54,normal,0
2025-12-01 09:22:50,CP-04,2,BootNotification,Available,0.3297,9.136,12.07,normal,0
2025-12-01 09:15:08,CP-09,1,StatusNotification,Charging,0.2246,7.561,9.09,normal,0
2025-12-01 09:59:06,CP-09,2,MeterValues,Available,0.3289,8.008,8.68,normal,0
2025-12-01 10:25:37,CP-06,1,StopTransaction,Charging,0.2005,8.554,11.62,normal,0
2025-12-01 10:12:26,CP-09,2,Heartbeat,Charging,0.1992,7.81,11.55,normal,0
2025-12-01 09:26:25,CP-10,2,Authorize,Charging,0.3351,9.75,17.8,normal,0
2025-12-01 09:55:21,CP-09,1,RemoteStopTransaction,Faulted,-0.1314,9.255,13.78,negative_price,1
2025-12-01 09:21:36,CP-03,1,Heartbeat,Charging,0.1765,5.584,15.23,normal,0
2025-12-01 10:24:32,CP-03,2,RemoteStopTransaction,Preparing,-0.4668,0.789,2.81,negative_price,1
2025-12-01 09:34:02,CP-08,1,RemoteStartTransaction,Preparing,-0.2402,10.229,17.9,negative_price,1
2025-12-01 10:12:31,CP-05,2,StopTransaction,SuspendedEV,-0.261,10.545,11.81,negative_price,1
2025-12-01 10:36:39,CP-07,1,Heartbeat,Available,0.3208,8.434,10.15,normal,0
2025-12-01 09:38:00,CP-04,1,MeterValues,Faulted,2.4974,3.976,8.52,frequent_irregular_change,1
2025-12-01 09:34:12,CP-08,1,ChangeConfiguration,Preparing,3.0854,5.376,7.05,price_spike,1
2025-12-01 09:00:30,CP-02,2,MeterValues,Charging,0.3271,4.403,5.85,normal,0
2025-12-01 10:27:23,CP-04,1,StatusNotification,Preparing,0.2092,11.41,9.27,normal,0
2025-12-01 09:24:56,CP-02,2,StartTransaction,Available,0.3299,7.744,5.54,normal,0
2025-12-01 09:16:09,CP-09,2,Heartbeat,Charging,0.2754,4.908,2.68,normal,0
2025-12-01 09:24:43,CP-05,2,ChangeConfiguration,Charging,0.2775,-2.308,0.43,spoofed_meter_values,1
2025-12-01 10:13:04,CP-05,1,Heartbeat,Available,0.1771,1.276,20.28,normal,0
2025-12-01 10:16:26,CP-08,2,Heartbeat,Charging,0.3125,11.202,10.91,normal,0
2025-12-01 09:09:33,CP-07,2,StatusNotification,Charging,0.2869,10.079,21.47,normal,0
2025-12-01 10:04:10,CP-10,1,StatusNotification,Preparing,0.2771,6.82,21.73,normal,0
2025-12-01 10:39:04,CP-06,2,StopTransaction,SuspendedEV,0.0213,8.682,6.78,price_drop,1
2025-12-01 09:16:09,CP-06,1,MeterValues,Available,-0.4365,9.783,4.99,negative_price,1
2025-12-01 10:34:41,CP-05,2,MeterValues,Available,0.3209,1.547,19.14,normal,0
2025-12-01 10:52:15,CP-08,2,MeterValues,Charging,0.4,-2.276,343.06,spoofed_meter_values,1
2025-12-01 09:45:39,CP-09,1,StopTransaction,Preparing,0.3363,2.49,11.27,normal,0
2025-12-01 10:27:01,CP-10,1,RemoteStopTransaction,Charging,4.2809,3.134,21.94,price_spike,1
2025-12-01 10:06:48,CP-02,2,MeterValues,Available,0.1502,9.789,16.72,normal,0
2025-12-01 10:14:51,CP-01,1,BootNotification,Charging,0.2653,8.493,6.58,normal,0
2025-12-01 09:51:43,CP-05,1,Heartbeat,Preparing,0.2684,3.856,20.2,normal,0
2025-12-01 09:16:40,CP-07,1,StatusNotification,Preparing,0.2675,2.071,6.12,normal,0
2025-12-01 09:24:52,CP-10,2,Authorize,Preparing,0.2225,1.942,19.08,normal,0
2025-12-01 09:06:46,CP-01,2,StatusNotification,Charging,0.2731,3.054,19.31,normal,0
2025-12-01 09:15:57,CP-10,1,Heartbeat,Preparing,0.33,8.826,11.16,normal,0
2025-12-01 09:05:17,CP-09,1,RemoteStartTransaction,Charging,6.1753,4.266,13.13,price_spike,1
2025-12-01 10:11:31,CP-06,1,ChangeConfiguration,Available,0.0179,8.158,10.35,price_drop,1
2025-12-01 09:19:13,CP-09,2,MeterValues,Available,0.1724,5.538,2.15,normal,0
2025-12-01 09:14:05,CP-06,1,RemoteStopTransaction,SuspendedEV,-0.2474,7.967,12.4,negative_price,1
2025-12-01 09:27:56,CP-02,2,MeterValues,Preparing,0.2888,7.785,6.08,normal,0
2025-12-01 10:52:42,CP-04,1,MeterValues,SuspendedEV,0.8366,9.208,5.58,frequent_irregular_change,1
2025-12-01 09:25:11,CP-06,1,MeterValues,Charging,0.2155,4.482,3.68,normal,0
2025-12-01 09:21:11,CP-06,1,StopTransaction,SuspendedEV,0.2606,122.371,414.45,spoofed_meter_values,1
2025-12-01 09:29:58,CP-10,1,StartTransaction,SuspendedEV,-0.8873,2.565,18.47,negative_price,1
2025-12-01 09:08:32,CP-10,2,MeterValues,Charging,2.5225,3.573,3.64,price_spike,1
2025-12-01 09:17:15,CP-02,1,RemoteStopTransaction,Available,4.2726,8.849,9.14,price_spike,1
2025-12-01 09:19:07,CP-02,1,MeterValues,Charging,0.3019,10.457,3.6,normal,0
2025-12-01 09:19:28,CP-08,2,ChangeConfiguration,Faulted,0.2606,188.402,0.45,spoofed_meter_values,1
2025-12-01 09:05:32,CP-08,2,StopTransaction,Preparing,0.2132,5.333,11.38,normal,0
2025-12-01 09:41:28,CP-10,1,StatusNotification,Preparing,0.2427,11.712,13.41,normal,0
2025-12-01 10:13:35,CP-01,2,StopTransaction,SuspendedEV,1.7239,9.492,20.8,frequent_irregular_change,1
2025-12-01 09:16:32,CP-04,2,StartTransaction,Preparing,0.2451,8.297,5.21,normal,0
2025-12-01 10:37:55,CP-01,1,StopTransaction,Faulted,0.3844,-4.841,337.79,spoofed_meter_values,1
2025-12-01 09:47:28,CP-07,1,Authorize,Charging,0.3129,4.058,17.66,normal,0
2025-12-01 09:04:15,CP-09,2,Heartbeat,Charging,0.3494,5.287,18.28,normal,0
2025-12-01 09:11:40,CP-05,1,StatusNotification,Available,0.2086,2.851,2.14,normal,0
2025-12-01 10:56:42,CP-04,1,Heartbeat,Available,0.1994,3.901,11.31,normal,0
2025-12-01 10:46:01,CP-09,2,BootNotification,Available,0.1962,4.54,17.32,normal,0
2025-12-01 10:41:37,CP-01,1,RemoteStartTransaction,Available,0.4,-9.152,0.42,spoofed_meter_values,1
2025-12-01 09:57:00,CP-08,2,StopTransaction,Available,0.1725,8.33,7.57,normal,0
2025-12-01 09:04:42,CP-03,2,Heartbeat,Preparing,0.165,9.4,7.3,normal,0
2025-12-01 10:37:18,CP-01,1,StopTransaction,Available,0.3207,10.03,14.86,normal,0
2025-12-01 10:32:09,CP-08,2,StopTransaction,Preparing,3.9487,8.23,4.16,price_spike,1
2025-12-01 10:00:16,CP-02,1,ChangeConfiguration,Faulted,0.3286,-5.985,443.5,spoofed_meter_values,1
2025-12-01 09:00:46,CP-08,2,ChangeConfiguration,SuspendedEV,0.2921,-7.826,116.05,spoofed_meter_values,1
2025-12-01 10:52:12,CP-01,1,StopTransaction,Preparing,4.5345,7.863,4.4,price_spike,1
2025-12-01 10:21:16,CP-08,2,ChangeConfiguration,Charging,2.1973,7.921,5.59,frequent_irregular_change,1
2025-12-01 10:09:45,CP-06,1,ChangeConfiguration,Charging,4.9073,3.6,16.34,price_spike,1
2025-12-01 09:03:09,CP-09,2,Heartbeat,Charging,0.2776,9.058,4.05,normal,0
2025-12-01 10:09:19,CP-02,2,StatusNotification,Preparing,0.2727,1.855,15.52,normal,0
2025-12-01 10:38:25,CP-06,1,StartTransaction,Faulted,3.592,3.876,4.08,price_spike,1
2025-12-01 10:58:45,CP-01,2,RemoteStartTransaction,Faulted,-0.6988,9.827,5.16,negative_price,1
2025-12-01 10:41:59,CP-03,1,StartTransaction,Charging,0.2807,9.812,18.45,normal,0
2025-12-01 09:34:29,CP-07,2,StopTransaction,Charging,0.2624,5.234,15.69,normal,0
2025-12-01 10:06:52,CP-05,1,RemoteStopTransaction,SuspendedEV,-0.6699,5.119,6.56,negative_price,1
2025-12-01 09:53:04,CP-03,2,RemoteStopTransaction,Faulted,0.3266,258.902,217.95,spoofed_meter_values,1
2025-12-01 10:37:48,CP-08,1,RemoteStopTransaction,SuspendedEV,1.9554,7.445,6.93,frequent_irregular_change,1
2025-12-01 10:00:58,CP-02,2,MeterValues,Faulted,3.0109,6.514,7.68,price_spike,1
2025-12-01 09:33:26,CP-08,1,RemoteStartTransaction,Preparing,-0.5356,8.667,3.99,negative_price,1
2025-12-01 10:41:51,CP-05,2,ChangeConfiguration,Charging,1.4433,7.835,17.29,frequent_irregular_change,1
2025-12-01 10:14:00,CP-01,2,ChangeConfiguration,Preparing,1.6134,3.02,13.99,price_spike,1
2025-12-01 09:45:34,CP-10,2,StartTransaction,Charging,0.2833,0.145,19.67,normal,0
2025-12-01 09:35:19,CP-04,1,Heartbeat,Charging,0.2465,4.924,20.33,normal,0
2025-12-01 09:26:19,CP-01,1,Authorize,Charging,0.2518,4.197,12.89,normal,0
2025-12-01 09:20:55,CP-06,2,Heartbeat,Preparing,0.1938,7.067,12.34,normal,0
2025-12-01 09:08:02,CP-09,2,ChangeConfiguration,Available,-0.3462,1.246,4.98,frequent_irregular_change,1
2025-12-01 10:37:51,CP-07,2,MeterValues,Charging,6.1306,6.442,19.19,price_spike,1
2025-12-01 09:11:39,CP-04,2,StopTransaction,Preparing,0.0094,8.056,12.36,price_drop,1
2025-12-01 09:06:35,CP-03,1,RemoteStopTransaction,Preparing,-0.3866,2.908,14.9,frequent_irregular_change,1
2025-12-01 09:51:35,CP-02,1,MeterValues,Charging,0.199,3.103,10.46,normal,0
2025-12-01 10:43:42,CP-06,1,Authorize,Available,0.1574,9.443,3.41,normal,0
2025-12-01 09:20:10,CP-04,1,StatusNotification,Available,0.2959,9.431,9.27,normal,0
2025-12-01 09:11:17,CP-06,1,StatusNotification,Available,0.2409,6.766,14.4,normal,0
2025-12-01 09:43:01,CP-03,1,StopTransaction,Available,0.2181,6.302,14.2,normal,0
2025-12-01 09:21:27,CP-05,2,StatusNotification,Available,0.1577,2.831,20.09,normal,0
2025-12-01 10:49:07,CP-08,2,RemoteStartTransaction,Available,2.2574,7.103,5.64,price_spike,1
2025-12-01 10:38:49,CP-05,1,MeterValues,Faulted,-1.0,3.794,5.86,frequent_irregular_change,1
2025-12-01 09:32:10,CP-09,1,StopTransaction,Available,0.2756,3.62,18.88,normal,0
2025-12-01 10:01:32,CP-02,2,RemoteStopTransaction,Preparing,-0.9767,2.789,4.28,frequent_irregular_change,1
2025-12-01 09:44:31,CP-08,2,StartTransaction,Available,0.2538,9.631,3.81,normal,0
2025-12-01 10:46:41,CP-09,2,BootNotification,Charging,0.1714,2.702,8.53,normal,0
2025-12-01 09:35:43,CP-01,2,StartTransaction,SuspendedEV,0.2984,-7.522,496.18,spoofed_meter_values,1
2025-12-01 09:40:03,CP-01,1,StopTransaction,Preparing,0.2684,6.113,13.75,normal,0
2025-12-01 09:10:14,CP-02,1,StopTransaction,Charging,0.2359,5.205,11.55,normal,0
2025-12-01 10:41:43,CP-06,2,StatusNotification,Preparing,0.2598,0.651,19.98,normal,0
2025-12-01 10:03:25,CP-05,1,StatusNotification,Preparing,0.3358,0.153,20.87,normal,0
2025-12-01 10:26:19,CP-06,2,Heartbeat,Preparing,0.3453,1.477,20.04,normal,0
2025-12-01 10:22:59,CP-06,2,StopTransaction,Preparing,0.2167,0.92,5.34,normal,0
2025-12-01 10:26:11,CP-09,2,BootNotification,Preparing,0.3224,8.086,20.52,normal,0
2025-12-01 10:14:03,CP-05,2,MeterValues,Charging,0.2473,7.693,18.42,normal,0
2025-12-01 09:06:18,CP-04,1,StopTransaction,Preparing,0.2785,418.779,0.25,spoofed_meter_values,1
2025-12-01 09:33:13,CP-06,1,ChangeConfiguration,SuspendedEV,0.0106,7.796,10.48,price_drop,1
2025-12-01 09:34:20,CP-08,1,MeterValues,Preparing,0.0016,7.576,6.02,price_drop,1
2025-12-01 09:08:24,CP-01,2,StartTransaction,SuspendedEV,6.6283,10.304,13.06,price_spike,1
2025-12-01 09:34:17,CP-02,1,Authorize,Available,0.1991,3.242,2.87,normal,0
2025-12-01 09:28:03,CP-03,2,StopTransaction,Preparing,0.2196,11.201,2.59,normal,0
2025-12-01 09:04:16,CP-09,2,Authorize,Preparing,0.2952,10.066,13.6,normal,0
2025-12-01 10:34:40,CP-06,2,StartTransaction,Preparing,0.2075,10.593,10.57,normal,0
2025-12-01 09:55:34,CP-08,1,MeterValues,SuspendedEV,1.0712,5.82,10.08,frequent_irregular_change,1
2025-12-01 09:30:17,CP-05,1,StopTransaction,Preparing,0.2361,7.205,8.74,normal,0
2025-12-01 10:16:05,CP-03,2,StopTransaction,Preparing,2.4734,7.477,8.29,price_spike,1
2025-12-01 10:02:59,CP-01,2,MeterValues,Faulted,0.3286,307.569,0.68,spoofed_meter_values,1
2025-12-01 09:51:46,CP-08,2,StopTransaction,Charging,0.3266,288.554,0.23,spoofed_meter_values,1
2025-12-01 10:11:12,CP-01,2,BootNotification,Available,0.2906,4.312,2.78,normal,0
2025-12-01 09:20:20,CP-03,2,MeterValues,Preparing,0.1676,3.018,13.45,normal,0
2025-12-01 10:49:49,CP-10,1,ChangeConfiguration,Preparing,0.4,-7.421,0.62,spoofed_meter_values,1
2025-12-01 10:47:37,CP-03,1,StartTransaction,Available,0.3397,2.63,20.37,normal,0
2025-12-01 09:14:47,CP-09,1,Heartbeat,Preparing,0.2247,11.825,17.64,normal,0
2025-12-01 09:13:28,CP-02,1,RemoteStartTransaction,SuspendedEV,-0.2898,7.743,10.32,frequent_irregular_change,1
2025-12-01 09:32:17,CP-10,1,Heartbeat,Preparing,0.2271,9.277,8.87,normal,0
2025-12-01 10:00:48,CP-09,1,RemoteStopTransaction,Charging,4.9174,9.849,17.12,price_spike,1
2025-12-01 10:40:58,CP-06,1,StartTransaction,Available,0.1532,7.636,18.79,normal,0
2025-12-01 10:18:15,CP-06,2,MeterValues,Available,3.3085,6.651,13.32,price_spike,1
2025-12-01 10:45:13,CP-05,2,Authorize,Preparing,0.1998,3.04,10.98,normal,0
2025-12-01 09:09:20,CP-06,1,RemoteStartTransaction,Available,0.2785,-6.07,344.39,spoofed_meter_values,1
2025-12-01 10:01:57,CP-08,2,ChangeConfiguration,Available,3.2858,4.854,11.86,price_spike,1
2025-12-01 09:35:25,CP-07,2,StartTransaction,Preparing,0.1722,10.476,5.39,normal,0
2025-12-01 09:31:41,CP-04,1,RemoteStopTransaction,Charging,-0.5475,7.23,19.88,negative_price,1
2025-12-01 10:26:33,CP-04,2,MeterValues,Available,-1.0,3.634,5.22,frequent_irregular_change,1
2025-12-01 10:06:52,CP-10,1,StatusNotification,Charging,0.2454,6.965,10.04,normal,0
2025-12-01 10:42:07,CP-10,1,MeterValues,Charging,-0.4555,9.721,6.56,negative_price,1
2025-12-01 10:39:48,CP-02,2,RemoteStartTransaction,Charging,6.7316,9.341,11.81,price_spike,1
2025-12-01 09:02:21,CP-07,1,StatusNotification,Preparing,0.2577,8.661,16.84,normal,0
2025-12-01 09:02:54,CP-09,2,StartTransaction,Preparing,0.2725,8.659,12.1,normal,0
2025-12-01 09:22:15,CP-03,1,Heartbeat,Charging,0.1861,7.587,8.56,normal,0
2025-12-01 09:41:16,CP-04,2,StartTransaction,Available,0.0296,6.643,19.34,price_drop,1
2025-12-01 09:49:00,CP-10,1,StartTransaction,Charging,5.7251,4.709,12.86,price_spike,1
2025-12-01 09:31:24,CP-04,1,StatusNotification,Preparing,0.2825,7.24,13.1,normal,0
2025-12-01 09:30:17,CP-04,2,RemoteStopTransaction,SuspendedEV,0.2685,-8.353,270.85,spoofed_meter_values,1
