timestamp,source,event_type,load_kw,unit,log_level,attack_type,label
2025-12-22 10:10:00,İSTASYON,MeterValues,5.3,kW,INFO,,0
2025-12-22 10:12:00,İSTASYON,MeterValues,4.2,kW,INFO,,0
2025-12-22 10:14:00,İSTASYON,MeterValues,3.3,kW,INFO,,0
2025-12-22 13:40:00,SALDIRGAN,MeterValues,13.4,kW,WARNING,LOAD_MANIPULATION,1
2025-12-22 09:09:00,İSTASYON,MeterValues,6.6,kW,INFO,,0
2025-12-22 10:20:00,İSTASYON,MeterValues,5.0,kW,INFO,,0
2025-12-22 12:44:00,İSTASYON,MeterValues,3.7,kW,INFO,,0
2025-12-22 09:12:00,İSTASYON,MeterValues,4.1,kW,INFO,,0
2025-12-22 12:52:00,İSTASYON,MeterValues,5.9,kW,INFO,,0
2025-12-22 14:10:00,İSTASYON,MeterValues,5.0,kW,INFO,,0
2025-12-22 10:30:00,İSTASYON,MeterValues,7.1,kW,INFO,,0
2025-12-22 14:20:00,İSTASYON,MeterValues,3.3,kW,INFO,,0
2025-12-22 11:51:00,SALDIRGAN,MeterValues,13.1,kW,WARNING,LOAD_MANIPULATION,1
2025-12-22 09:18:00,İSTASYON,MeterValues,3.3,kW,INFO,,0
2025-12-22 10:38:00,SALDIRGAN,MeterValues,10.8,kW,WARNING,LOAD_MANIPULATION,1
2025-12-22 13:20:00,SALDIRGAN,MeterValues,14.5,kW,WARNING,LOAD_MANIPULATION,1
2025-12-22 14:45:00,İSTASYON,MeterValues,5.6,kW,INFO,,0
2025-12-22 13:28:00,İSTASYON,MeterValues,5.4,kW,INFO,,0
2025-12-22 12:09:00,İSTASYON,MeterValues,3.9,kW,INFO,,0
2025-12-22 12:12:00,İSTASYON,MeterValues,4.7,kW,INFO,,0
2025-12-22 12:15:00,İSTASYON,MeterValues,6.9,kW,INFO,,0
2025-12-22 09:26:00,SALDIRGAN,MeterValues,13.3,kW,WARNING,LOAD_MANIPULATION,1
2025-12-22 09:27:00,İSTASYON,MeterValues,5.1,kW,INFO,,0
2025-12-22 10:56:00,İSTASYON,MeterValues,6.7,kW,INFO,,0
2025-12-22 10:58:00,İSTASYON,MeterValues,3.7,kW,INFO,,0
2025-12-22 15:30:00,İSTASYON,MeterValues,5.6,kW,INFO,,0
2025-12-22 15:35:00,İSTASYON,MeterValues,14.2,kW,WARNING,LOAD_MANIPULATION,1
2025-12-22 09:32:00,İSTASYON,MeterValues,3.6,kW,INFO,,0
2025-12-22 09:33:00,İSTASYON,MeterValues,6.1,kW,INFO,,0
2025-12-22 11:08:00,İSTASYON,MeterValues,5.5,kW,INFO,,0
2025-12-22 12:45:00,İSTASYON,MeterValues,5.7,kW,INFO,,0
2025-12-22 12:48:00,İSTASYON,MeterValues,4.1,kW,INFO,,0
2025-12-22 09:37:00,İSTASYON,MeterValues,12.4,kW,WARNING,LOAD_MANIPULATION,1
2025-12-22 09:38:00,İSTASYON,MeterValues,14.0,kW,WARNING,LOAD_MANIPULATION,1
2025-12-22 11:18:00,İSTASYON,MeterValues,5.3,kW,INFO,,0
2025-12-22 14:40:00,İSTASYON,MeterValues,3.5,kW,INFO,,0
2025-12-22 11:22:00,İSTASYON,MeterValues,6.5,kW,INFO,,0
2025-12-22 16:30:00,İSTASYON,MeterValues,4.8,kW,INFO,,0
2025-12-22 09:43:00,İSTASYON,MeterValues,6.8,kW,INFO,,0
2025-12-22 09:44:00,İSTASYON,MeterValues,3.9,kW,INFO,,0
2025-12-22 11:30:00,İSTASYON,MeterValues,4.5,kW,INFO,,0
2025-12-22 16:50:00,İSTASYON,MeterValues,4.7,kW,INFO,,0
2025-12-22 16:55:00,İSTASYON,MeterValues,6.9,kW,INFO,,0
2025-12-22 11:36:00,İSTASYON,MeterValues,7.1,kW,INFO,,0
2025-12-22 11:38:00,İSTASYON,MeterValues,3.1,kW,INFO,,0
2025-12-22 13:30:00,İSTASYON,MeterValues,4.7,kW,INFO,,0
2025-12-22 11:42:00,İSTASYON,MeterValues,6.3,kW,INFO,,0
2025-12-22 09:52:00,İSTASYON,MeterValues,3.2,kW,INFO,,0
2025-12-22 15:32:00,İSTASYON,MeterValues,6.4,kW,INFO,,0
2025-12-22 15:36:00,İSTASYON,MeterValues,6.4,kW,INFO,,0
2025-12-22 11:50:00,İSTASYON,MeterValues,5.8,kW,INFO,,0
2025-12-22 15:44:00,İSTASYON,MeterValues,6.6,kW,INFO,,0
2025-12-22 13:51:00,İSTASYON,MeterValues,5.1,kW,INFO,,0
2025-12-22 17:50:00,İSTASYON,MeterValues,3.1,kW,INFO,,0
2025-12-22 13:57:00,İSTASYON,MeterValues,7.0,kW,INFO,,0
2025-12-22 14:00:00,İSTASYON,MeterValues,13.2,kW,WARNING,LOAD_MANIPULATION,1
2025-12-22 14:03:00,İSTASYON,MeterValues,7.1,kW,INFO,,0
2025-12-22 10:02:00,İSTASYON,MeterValues,5.4,kW,INFO,,0
2025-12-22 14:09:00,SALDIRGAN,MeterValues,12.5,kW,WARNING,LOAD_MANIPULATION,1
2025-12-22 14:12:00,İSTASYON,MeterValues,7.0,kW,INFO,,0
2025-12-22 14:15:00,İSTASYON,MeterValues,5.8,kW,INFO,,0
2025-12-22 10:06:00,İSTASYON,MeterValues,4.3,kW,INFO,,0
2025-12-22 14:21:00,İSTASYON,MeterValues,4.4,kW,INFO,,0
2025-12-22 14:24:00,İSTASYON,MeterValues,3.8,kW,INFO,,0
2025-12-22 16:36:00,İSTASYON,MeterValues,6.8,kW,INFO,,0
2025-12-22 18:50:00,İSTASYON,MeterValues,4.7,kW,INFO,,0
2025-12-22 10:11:00,İSTASYON,MeterValues,3.9,kW,INFO,,0
2025-12-22 19:00:00,İSTASYON,MeterValues,4.4,kW,INFO,,0
2025-12-22 16:52:00,İSTASYON,MeterValues,3.9,kW,INFO,,0
2025-12-22 16:56:00,İSTASYON,MeterValues,7.0,kW,INFO,,0
2025-12-22 12:30:00,İSTASYON,MeterValues,4.2,kW,INFO,,0
2025-12-22 19:20:00,İSTASYON,MeterValues,6.4,kW,INFO,,0
2025-12-22 12:34:00,İSTASYON,MeterValues,3.9,kW,INFO,,0
2025-12-22 12:36:00,İSTASYON,MeterValues,3.2,kW,INFO,,0
2025-12-22 17:16:00,İSTASYON,MeterValues,6.2,kW,INFO,,0
2025-12-22 17:20:00,İSTASYON,MeterValues,5.6,kW,INFO,,0
2025-12-22 12:42:00,İSTASYON,MeterValues,4.6,kW,INFO,,0
2025-12-22 17:28:00,İSTASYON,MeterValues,5.8,kW,INFO,,0
2025-12-22 10:23:00,İSTASYON,MeterValues,6.6,kW,INFO,,0
2025-12-22 10:24:00,İSTASYON,MeterValues,3.9,kW,INFO,,0
2025-12-22 20:05:00,İSTASYON,MeterValues,5.3,kW,INFO,,0
2025-12-22 10:26:00,İSTASYON,MeterValues,6.4,kW,INFO,,0
2025-12-22 20:15:00,İSTASYON,MeterValues,5.5,kW,INFO,,0
2025-12-22 17:52:00,İSTASYON,MeterValues,6.0,kW,INFO,,0
2025-12-22 20:25:00,İSTASYON,MeterValues,6.8,kW,INFO,,0
2025-12-22 18:00:00,İSTASYON,MeterValues,6.1,kW,INFO,,0
2025-12-22 18:04:00,İSTASYON,MeterValues,6.2,kW,INFO,,0
2025-12-22 15:36:00,İSTASYON,MeterValues,5.2,kW,INFO,,0
2025-12-22 13:06:00,İSTASYON,MeterValues,3.3,kW,INFO,,0
2025-12-22 15:42:00,İSTASYON,MeterValues,4.4,kW,INFO,,0
2025-12-22 20:55:00,İSTASYON,MeterValues,11.2,kW,WARNING,LOAD_MANIPULATION,1
2025-12-22 13:12:00,İSTASYON,MeterValues,3.3,kW,INFO,,0
2025-12-22 18:28:00,İSTASYON,MeterValues,5.0,kW,INFO,,0
2025-12-22 10:38:00,İSTASYON,MeterValues,4.8,kW,INFO,,0
2025-12-22 21:15:00,İSTASYON,MeterValues,3.1,kW,INFO,,0
2025-12-22 21:20:00,İSTASYON,MeterValues,3.0,kW,INFO,,0
2025-12-22 16:03:00,İSTASYON,MeterValues,4.6,kW,INFO,,0
2025-12-22 18:48:00,İSTASYON,MeterValues,6.1,kW,INFO,,0
2025-12-22 21:35:00,İSTASYON,MeterValues,5.1,kW,INFO,,0
2025-12-22 16:12:00,İSTASYON,MeterValues,3.1,kW,INFO,,0
2025-12-22 16:15:00,İSTASYON,MeterValues,6.4,kW,INFO,,0
2025-12-22 13:32:00,İSTASYON,MeterValues,6.9,kW,INFO,,0
2025-12-22 21:55:00,İSTASYON,MeterValues,6.8,kW,INFO,,0
2025-12-22 22:00:00,İSTASYON,MeterValues,3.1,kW,INFO,,0
2025-12-22 19:16:00,İSTASYON,MeterValues,4.9,kW,INFO,,0
2025-12-22 10:50:00,İSTASYON,MeterValues,4.4,kW,INFO,,0
2025-12-22 19:24:00,İSTASYON,MeterValues,6.2,kW,INFO,,0
2025-12-22 19:28:00,İSTASYON,MeterValues,7.0,kW,INFO,,0
2025-12-22 19:32:00,İSTASYON,MeterValues,3.3,kW,INFO,,0
2025-12-22 10:54:00,İSTASYON,MeterValues,3.2,kW,INFO,,0
2025-12-22 16:45:00,İSTASYON,MeterValues,3.3,kW,INFO,,0
2025-12-22 10:56:00,İSTASYON,MeterValues,7.0,kW,INFO,,0
2025-12-22 13:54:00,İSTASYON,MeterValues,5.6,kW,INFO,,0
2025-12-22 13:56:00,İSTASYON,MeterValues,5.8,kW,INFO,,0
2025-12-22 22:55:00,İSTASYON,MeterValues,5.0,kW,INFO,,0
2025-12-22 17:00:00,İSTASYON,MeterValues,3.7,kW,INFO,,0
2025-12-22 23:05:00,İSTASYON,MeterValues,6.0,kW,INFO,,0
2025-12-22 14:04:00,İSTASYON,MeterValues,3.5,kW,INFO,,0
2025-12-22 11:03:00,İSTASYON,MeterValues,5.4,kW,INFO,,0
2025-12-22 20:16:00,İSTASYON,MeterValues,6.0,kW,INFO,,0
2025-12-22 11:05:00,İSTASYON,MeterValues,6.5,kW,INFO,,0
2025-12-22 14:12:00,SALDIRGAN,MeterValues,14.0,kW,WARNING,LOAD_MANIPULATION,1
2025-12-22 23:35:00,İSTASYON,MeterValues,4.5,kW,INFO,,0
2025-12-22 20:32:00,İSTASYON,MeterValues,3.3,kW,INFO,,0
2025-12-22 17:27:00,İSTASYON,MeterValues,12.4,kW,WARNING,LOAD_MANIPULATION,1
2025-12-22 11:10:00,İSTASYON,MeterValues,4.5,kW,INFO,,0
2025-12-22 20:44:00,İSTASYON,MeterValues,4.8,kW,INFO,,0
2025-12-23 00:00:00,İSTASYON,MeterValues,4.1,kW,INFO,,0
2025-12-23 00:05:00,İSTASYON,MeterValues,5.0,kW,INFO,,0
2025-12-23 00:10:00,İSTASYON,MeterValues,6.6,kW,INFO,,0
2025-12-22 11:15:00,İSTASYON,MeterValues,4.9,kW,INFO,,0
2025-12-22 21:04:00,İSTASYON,MeterValues,5.8,kW,INFO,,0
2025-12-22 17:51:00,SALDIRGAN,MeterValues,14.3,kW,WARNING,LOAD_MANIPULATION,1
2025-12-22 21:12:00,İSTASYON,MeterValues,6.4,kW,INFO,,0
2025-12-22 17:57:00,İSTASYON,MeterValues,5.5,kW,INFO,,0
2025-12-22 18:00:00,İSTASYON,MeterValues,5.2,kW,INFO,,0
2025-12-22 14:42:00,İSTASYON,MeterValues,13.7,kW,WARNING,LOAD_MANIPULATION,1
2025-12-23 00:50:00,İSTASYON,MeterValues,5.9,kW,INFO,,0
2025-12-22 21:32:00,İSTASYON,MeterValues,3.1,kW,INFO,,0
2025-12-22 18:12:00,İSTASYON,MeterValues,5.9,kW,INFO,,0
2025-12-22 18:15:00,İSTASYON,MeterValues,4.5,kW,INFO,,0
2025-12-23 01:10:00,İSTASYON,MeterValues,4.8,kW,INFO,,0
2025-12-23 01:15:00,İSTASYON,MeterValues,6.0,kW,INFO,,0
2025-12-22 18:24:00,İSTASYON,MeterValues,4.0,kW,INFO,,0
2025-12-22 14:58:00,İSTASYON,MeterValues,6.1,kW,INFO,,0
2025-12-22 15:00:00,İSTASYON,MeterValues,6.1,kW,INFO,,0
2025-12-22 18:33:00,İSTASYON,MeterValues,7.1,kW,INFO,,0
2025-12-23 01:40:00,İSTASYON,MeterValues,7.1,kW,INFO,,0
2025-12-22 15:06:00,İSTASYON,MeterValues,4.5,kW,INFO,,0
2025-12-22 18:42:00,İSTASYON,MeterValues,12.9,kW,WARNING,LOAD_MANIPULATION,1
2025-12-22 11:35:00,İSTASYON,MeterValues,5.3,kW,INFO,,0
2025-12-22 15:12:00,İSTASYON,MeterValues,6.2,kW,INFO,,0
2025-12-22 11:37:00,İSTASYON,MeterValues,5.4,kW,INFO,,0
2025-12-22 22:32:00,İSTASYON,MeterValues,4.4,kW,INFO,,0
2025-12-22 11:39:00,İSTASYON,MeterValues,6.6,kW,INFO,,0
2025-12-22 11:40:00,İSTASYON,MeterValues,4.7,kW,INFO,,0
2025-12-22 11:41:00,İSTASYON,MeterValues,5.9,kW,INFO,,0
2025-12-22 15:24:00,İSTASYON,MeterValues,5.4,kW,INFO,,0
2025-12-22 19:09:00,İSTASYON,MeterValues,11.6,kW,WARNING,LOAD_MANIPULATION,1
2025-12-23 02:40:00,İSTASYON,MeterValues,5.6,kW,INFO,,0
2025-12-23 02:45:00,İSTASYON,MeterValues,6.8,kW,INFO,,0
2025-12-22 19:18:00,İSTASYON,MeterValues,7.2,kW,INFO,,0
2025-12-22 19:21:00,İSTASYON,MeterValues,3.3,kW,INFO,,0
2025-12-22 11:48:00,İSTASYON,MeterValues,3.9,kW,INFO,,0
2025-12-22 15:38:00,İSTASYON,MeterValues,3.3,kW,INFO,,0
2025-12-22 15:40:00,İSTASYON,MeterValues,3.3,kW,INFO,,0
2025-12-22 11:51:00,İSTASYON,MeterValues,5.9,kW,INFO,,0
2025-12-22 23:28:00,İSTASYON,MeterValues,4.0,kW,INFO,,0
2025-12-22 19:39:00,İSTASYON,MeterValues,4.9,kW,INFO,,0
2025-12-22 15:48:00,İSTASYON,MeterValues,6.3,kW,INFO,,0
2025-12-23 03:35:00,İSTASYON,MeterValues,6.9,kW,INFO,,0
2025-12-22 23:44:00,SALDIRGAN,MeterValues,11.5,kW,WARNING,LOAD_MANIPULATION,1
2025-12-22 19:51:00,İSTASYON,MeterValues,3.3,kW,INFO,,0
2025-12-22 15:56:00,İSTASYON,MeterValues,5.5,kW,INFO,,0
2025-12-23 03:55:00,İSTASYON,MeterValues,4.8,kW,INFO,,0
2025-12-23 00:00:00,İSTASYON,MeterValues,5.9,kW,INFO,,0
2025-12-22 20:03:00,İSTASYON,MeterValues,5.1,kW,INFO,,0
2025-12-22 12:02:00,İSTASYON,MeterValues,6.7,kW,INFO,,0
2025-12-22 20:09:00,İSTASYON,MeterValues,3.1,kW,INFO,,0
2025-12-22 16:08:00,İSTASYON,MeterValues,6.5,kW,INFO,,0
2025-12-23 04:25:00,İSTASYON,MeterValues,3.1,kW,INFO,,0
2025-12-22 20:18:00,İSTASYON,MeterValues,6.2,kW,INFO,,0
2025-12-22 16:14:00,İSTASYON,MeterValues,5.7,kW,INFO,,0
2025-12-22 20:24:00,İSTASYON,MeterValues,5.5,kW,INFO,,0
2025-12-23 00:36:00,İSTASYON,MeterValues,5.0,kW,INFO,,0
2025-12-23 00:40:00,İSTASYON,MeterValues,5.8,kW,INFO,,0
2025-12-22 16:22:00,İSTASYON,MeterValues,5.9,kW,INFO,,0
2025-12-22 20:36:00,İSTASYON,MeterValues,4.7,kW,INFO,,0
2025-12-23 05:05:00,İSTASYON,MeterValues,10.9,kW,WARNING,LOAD_MANIPULATION,1
2025-12-22 20:42:00,SALDIRGAN,MeterValues,14.0,kW,WARNING,LOAD_MANIPULATION,1
2025-12-23 05:15:00,İSTASYON,MeterValues,3.2,kW,INFO,,0
2025-12-23 05:20:00,İSTASYON,MeterValues,6.2,kW,INFO,,0
2025-12-23 01:08:00,İSTASYON,MeterValues,3.9,kW,INFO,,0
2025-12-23 05:30:00,İSTASYON,MeterValues,4.2,kW,INFO,,0
2025-12-23 01:16:00,İSTASYON,MeterValues,7.1,kW,INFO,,0
2025-12-23 05:40:00,İSTASYON,MeterValues,6.0,kW,INFO,,0
2025-12-22 21:03:00,İSTASYON,MeterValues,5.3,kW,INFO,,0
2025-12-22 12:22:00,İSTASYON,MeterValues,6.5,kW,INFO,,0
2025-12-22 12:23:00,İSTASYON,MeterValues,3.5,kW,INFO,,0
2025-12-22 16:48:00,İSTASYON,MeterValues,6.0,kW,INFO,,0
2025-12-23 06:05:00,İSTASYON,MeterValues,4.7,kW,INFO,,0
2025-12-23 01:44:00,İSTASYON,MeterValues,4.0,kW,INFO,,0
2025-12-23 06:15:00,İSTASYON,MeterValues,3.8,kW,INFO,,0
2025-12-23 06:20:00,İSTASYON,MeterValues,6.7,kW,INFO,,0
2025-12-22 12:29:00,İSTASYON,MeterValues,6.3,kW,INFO,,0
2025-12-23 02:00:00,İSTASYON,MeterValues,6.3,kW,INFO,,0
2025-12-22 21:33:00,İSTASYON,MeterValues,4.2,kW,INFO,,0
2025-12-22 21:36:00,İSTASYON,MeterValues,5.4,kW,INFO,,0
2025-12-23 02:12:00,İSTASYON,MeterValues,4.9,kW,INFO,,0
2025-12-23 02:16:00,İSTASYON,MeterValues,5.3,kW,INFO,,0
2025-12-23 06:55:00,İSTASYON,MeterValues,6.9,kW,INFO,,0
2025-12-22 17:12:00,İSTASYON,MeterValues,4.0,kW,INFO,,0
2025-12-23 02:28:00,İSTASYON,MeterValues,6.3,kW,INFO,,0
2025-12-22 12:38:00,İSTASYON,MeterValues,5.0,kW,INFO,,0
2025-12-23 02:36:00,İSTASYON,MeterValues,5.8,kW,INFO,,0
2025-12-22 17:20:00,İSTASYON,MeterValues,3.2,kW,INFO,,0
2025-12-23 07:25:00,İSTASYON,MeterValues,4.4,kW,INFO,,0
2025-12-22 12:42:00,İSTASYON,MeterValues,4.8,kW,INFO,,0
2025-12-23 07:35:00,İSTASYON,MeterValues,3.1,kW,INFO,,0
2025-12-22 17:28:00,İSTASYON,MeterValues,5.8,kW,INFO,,0
2025-12-22 17:30:00,İSTASYON,MeterValues,14.0,kW,WARNING,LOAD_MANIPULATION,1
2025-12-22 22:18:00,İSTASYON,MeterValues,4.7,kW,INFO,,0
2025-12-22 12:47:00,İSTASYON,MeterValues,6.6,kW,INFO,,0
2025-12-23 08:00:00,İSTASYON,MeterValues,4.3,kW,INFO,,0
2025-12-23 03:16:00,İSTASYON,MeterValues,3.2,kW,INFO,,0
2025-12-22 12:50:00,İSTASYON,MeterValues,5.9,kW,INFO,,0
2025-12-22 22:33:00,İSTASYON,MeterValues,6.1,kW,INFO,,0
2025-12-23 03:28:00,İSTASYON,MeterValues,6.2,kW,INFO,,0
2025-12-22 12:53:00,İSTASYON,MeterValues,5.9,kW,INFO,,0
2025-12-22 12:54:00,İSTASYON,MeterValues,14.1,kW,WARNING,LOAD_MANIPULATION,1
2025-12-22 22:45:00,İSTASYON,MeterValues,3.6,kW,INFO,,0
2025-12-23 08:40:00,İSTASYON,MeterValues,5.9,kW,INFO,,0
2025-12-22 17:54:00,İSTASYON,MeterValues,3.3,kW,INFO,,0
2025-12-23 03:52:00,İSTASYON,MeterValues,4.0,kW,INFO,,0
2025-12-23 08:55:00,İSTASYON,MeterValues,4.9,kW,INFO,,0
2025-12-22 23:00:00,İSTASYON,MeterValues,5.8,kW,INFO,,0
2025-12-23 04:04:00,İSTASYON,MeterValues,5.8,kW,INFO,,0
2025-12-22 18:04:00,İSTASYON,MeterValues,14.8,kW,WARNING,LOAD_MANIPULATION,1
2025-12-23 04:12:00,İSTASYON,MeterValues,4.9,kW,INFO,,0
2025-12-22 23:12:00,İSTASYON,MeterValues,4.6,kW,INFO,,0
2025-12-23 04:20:00,İSTASYON,MeterValues,12.2,kW,WARNING,LOAD_MANIPULATION,1
2025-12-23 09:30:00,İSTASYON,MeterValues,5.9,kW,INFO,,0
2025-12-22 13:07:00,İSTASYON,MeterValues,5.8,kW,INFO,,0
2025-12-22 23:24:00,SALDIRGAN,MeterValues,14.4,kW,WARNING,LOAD_MANIPULATION,1
2025-12-23 09:45:00,İSTASYON,MeterValues,6.5,kW,INFO,,0
2025-12-22 23:30:00,İSTASYON,MeterValues,4.0,kW,INFO,,0
2025-12-22 23:33:00,İSTASYON,MeterValues,3.8,kW,INFO,,0
2025-12-22 23:36:00,İSTASYON,MeterValues,6.0,kW,INFO,,0
2025-12-22 18:26:00,İSTASYON,MeterValues,6.8,kW,INFO,,0
2025-12-22 13:14:00,İSTASYON,MeterValues,4.9,kW,INFO,,0
2025-12-23 10:15:00,İSTASYON,MeterValues,3.6,kW,INFO,,0
2025-12-22 23:48:00,İSTASYON,MeterValues,4.7,kW,INFO,,0
2025-12-22 18:34:00,İSTASYON,MeterValues,5.3,kW,INFO,,0
2025-12-22 23:54:00,İSTASYON,MeterValues,6.8,kW,INFO,,0
2025-12-22 18:38:00,İSTASYON,MeterValues,6.5,kW,INFO,,0
2025-12-23 05:20:00,İSTASYON,MeterValues,4.2,kW,INFO,,0
2025-12-23 00:03:00,İSTASYON,MeterValues,5.0,kW,INFO,,0
2025-12-22 13:22:00,İSTASYON,MeterValues,7.1,kW,INFO,,0
2025-12-23 05:32:00,İSTASYON,MeterValues,6.4,kW,INFO,,0
2025-12-23 00:12:00,İSTASYON,MeterValues,12.3,kW,WARNING,LOAD_MANIPULATION,1
2025-12-23 11:05:00,İSTASYON,MeterValues,4.5,kW,INFO,,0
2025-12-23 00:18:00,İSTASYON,MeterValues,6.5,kW,INFO,,0
2025-12-23 00:21:00,SALDIRGAN,MeterValues,11.6,kW,WARNING,LOAD_MANIPULATION,1
2025-12-23 11:20:00,İSTASYON,MeterValues,5.4,kW,INFO,,0
2025-12-23 11:25:00,İSTASYON,MeterValues,3.3,kW,INFO,,0
2025-12-23 06:00:00,İSTASYON,MeterValues,4.3,kW,INFO,,0
2025-12-23 06:04:00,SALDIRGAN,MeterValues,10.7,kW,WARNING,LOAD_MANIPULATION,1
2025-12-23 00:36:00,İSTASYON,MeterValues,3.5,kW,INFO,,0
2025-12-22 19:06:00,İSTASYON,MeterValues,3.6,kW,INFO,,0
2025-12-23 06:16:00,İSTASYON,MeterValues,7.0,kW,INFO,,0
2025-12-23 11:55:00,İSTASYON,MeterValues,6.1,kW,INFO,,0
