LogID,Tarih,ServerTime,LocalTime,StationID,UserID,Tuketim_kWh,UygulananTarife,OlmasiGerekenTarife,Durum,label
1019,2025-11-10,13:23:00,13:23:00,ST-019,U-235,15.6,GUNDUZ,GUNDUZ,Normal,0
1020,2025-11-10,11:00:00,11:00:00,ST-034,U-399,14.1,GUNDUZ,GUNDUZ,Normal,0
1021,2025-11-10,14:18:00,14:18:00,ST-029,U-170,11.2,GUNDUZ,GUNDUZ,Normal,0
1022,2025-11-10,15:42:00,15:42:00,ST-015,U-178,17.6,GUNDUZ,GUNDUZ,Normal,0
1023,2025-11-10,17:35:00,17:35:00,ST-077,U-132,16.2,GUNDUZ,GUNDUZ,Normal,0
1024,2025-11-10,14:48:00,14:48:00,ST-068,U-228,21.9,GUNDUZ,GUNDUZ,Normal,0
1025,2025-11-10,17:10:00,17:10:00,ST-093,U-158,4.2,GUNDUZ,GUNDUZ,Normal,0
1026,2025-11-10,19:16:00,19:16:00,ST-099,U-274,17.5,GUNDUZ,GUNDUZ,Normal,0
1027,2025-11-10,11:36:00,11:36:00,ST-001,U-234,6.8,GUNDUZ,GUNDUZ,Normal,0
1028,2025-11-10,17:48:00,17:48:00,ST-014,U-252,13.1,GUNDUZ,GUNDUZ,Normal,0
1029,2025-11-10,20:05:00,20:05:00,ST-048,U-182,7.6,GUNDUZ,GUNDUZ,Normal,0
1030,2025-11-10,19:00:00,19:00:00,ST-001,U-265,20.6,GUNDUZ,GUNDUZ,Normal,0
1031,2025-11-10,18:20:00,06:20:00,ST-040,U-222,57.5,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1032,2025-11-10,11:12:00,11:12:00,ST-011,U-143,14.2,GUNDUZ,GUNDUZ,Normal,0
1033,2025-11-10,23:24:00,23:24:00,ST-098,U-372,5.2,GECE,GECE,Normal,0
1034,2025-11-11,00:26:00,00:26:00,ST-071,U-184,15.9,GECE,GECE,Normal,0
1035,2025-11-10,15:35:00,15:35:00,ST-028,U-376,14.9,GUNDUZ,GUNDUZ,Normal,0
1036,2025-11-11,01:24:00,01:24:00,ST-040,U-304,7.6,GECE,GECE,Normal,0
1037,2025-11-11,00:02:00,00:02:00,ST-067,U-331,11.9,GECE,GECE,Normal,0
1038,2025-11-10,13:04:00,13:04:00,ST-003,U-383,5.2,GUNDUZ,GUNDUZ,Normal,0
1039,2025-11-10,15:48:00,15:48:00,ST-091,U-130,4.1,GUNDUZ,GUNDUZ,Normal,0
1040,2025-11-10,16:00:00,04:00:00,ST-043,U-136,26.1,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1041,2025-11-10,22:21:00,22:21:00,ST-028,U-376,16.0,GECE,GECE,Normal,0
1042,2025-11-10,14:18:00,14:18:00,ST-074,U-342,19.9,GUNDUZ,GUNDUZ,Normal,0
1043,2025-11-10,16:36:00,16:36:00,ST-025,U-148,18.5,GUNDUZ,GUNDUZ,Normal,0
1044,2025-11-10,13:52:00,13:52:00,ST-053,U-339,10.4,GUNDUZ,GUNDUZ,Normal,0
1045,2025-11-11,05:00:00,17:00:00,ST-083,U-150,47.9,GUNDUZ,GECE,ANOMALI_ZAMAN_KAYMASI,1
1046,2025-11-10,12:36:00,12:36:00,ST-014,U-227,10.1,GUNDUZ,GUNDUZ,Normal,0
1047,2025-11-10,16:37:00,16:37:00,ST-055,U-193,12.1,GUNDUZ,GUNDUZ,Normal,0
1048,2025-11-10,18:24:00,18:24:00,ST-010,U-326,19.7,GUNDUZ,GUNDUZ,Normal,0
1049,2025-11-11,08:30:00,08:30:00,ST-007,U-376,13.9,GUNDUZ,GUNDUZ,Normal,0
1050,2025-11-10,12:10:00,12:10:00,ST-031,U-185,20.7,GUNDUZ,GUNDUZ,Normal,0
1051,2025-11-10,23:18:00,23:18:00,ST-052,U-130,7.8,GECE,GECE,Normal,0
1052,2025-11-10,16:40:00,16:40:00,ST-034,U-332,21.7,GUNDUZ,GUNDUZ,Normal,0
1053,2025-11-10,20:22:00,20:22:00,ST-072,U-349,21.2,GUNDUZ,GUNDUZ,Normal,0
1054,2025-11-10,16:06:00,16:06:00,ST-008,U-396,7.9,GUNDUZ,GUNDUZ,Normal,0
1055,2025-11-11,09:40:00,09:40:00,ST-008,U-125,17.5,GUNDUZ,GUNDUZ,Normal,0
1056,2025-11-11,05:28:00,05:28:00,ST-068,U-180,20.5,GECE,GECE,Normal,0
1057,2025-11-10,13:42:00,13:42:00,ST-024,U-135,5.4,GUNDUZ,GUNDUZ,Normal,0
1058,2025-11-11,07:12:00,19:12:00,ST-052,U-161,55.2,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1059,2025-11-11,06:37:00,06:37:00,ST-080,U-141,14.7,GUNDUZ,GUNDUZ,Normal,0
1060,2025-11-11,02:00:00,02:00:00,ST-041,U-233,14.2,GECE,GECE,Normal,0
1061,2025-11-10,19:11:00,19:11:00,ST-034,U-302,9.7,GUNDUZ,GUNDUZ,Normal,0
1062,2025-11-10,17:18:00,17:18:00,ST-041,U-137,9.4,GUNDUZ,GUNDUZ,Normal,0
1063,2025-11-10,13:15:00,13:15:00,ST-013,U-137,22.0,GUNDUZ,GUNDUZ,Normal,0
1064,2025-11-11,07:28:00,07:28:00,ST-045,U-135,8.8,GUNDUZ,GUNDUZ,Normal,0
1065,2025-11-10,21:00:00,21:00:00,ST-070,U-254,6.8,GUNDUZ,GUNDUZ,Normal,0
1066,2025-11-11,10:24:00,10:24:00,ST-068,U-104,18.5,GUNDUZ,GUNDUZ,Normal,0
1067,2025-11-11,13:02:00,13:02:00,ST-085,U-153,9.4,GUNDUZ,GUNDUZ,Normal,0
1068,2025-11-10,18:12:00,18:12:00,ST-096,U-383,20.0,GUNDUZ,GUNDUZ,Normal,0
1069,2025-11-10,18:21:00,18:21:00,ST-092,U-275,14.9,GUNDUZ,GUNDUZ,Normal,0
1070,2025-11-10,20:50:00,20:50:00,ST-065,U-350,19.4,GUNDUZ,GUNDUZ,Normal,0
1071,2025-11-10,23:23:00,23:23:00,ST-012,U-316,19.2,GECE,GECE,Normal,0
1072,2025-11-10,23:36:00,11:36:00,ST-017,U-234,36.7,GUNDUZ,GECE,ANOMALI_ZAMAN_KAYMASI,1
1073,2025-11-10,20:10:00,20:10:00,ST-055,U-387,13.9,GUNDUZ,GUNDUZ,Normal,0
1074,2025-11-10,14:10:00,02:10:00,ST-089,U-176,58.1,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1075,2025-11-11,11:30:00,23:30:00,ST-071,U-175,37.9,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1076,2025-11-11,06:48:00,06:48:00,ST-006,U-283,9.5,GUNDUZ,GUNDUZ,Normal,0
1077,2025-11-10,22:07:00,22:07:00,ST-046,U-386,16.0,GECE,GECE,Normal,0
1078,2025-11-11,07:24:00,07:24:00,ST-031,U-183,17.5,GUNDUZ,GUNDUZ,Normal,0
1079,2025-11-11,23:30:00,23:30:00,ST-004,U-191,19.9,GECE,GECE,Normal,0
1080,2025-11-11,21:20:00,21:20:00,ST-053,U-227,18.1,GUNDUZ,GUNDUZ,Normal,0
1081,2025-11-11,01:33:00,01:33:00,ST-049,U-119,16.6,GECE,GECE,Normal,0
1082,2025-11-11,11:20:00,11:20:00,ST-059,U-279,18.7,GUNDUZ,GUNDUZ,Normal,0
1083,2025-11-11,03:22:00,03:22:00,ST-029,U-112,19.7,GECE,GECE,Normal,0
1084,2025-11-11,20:24:00,20:24:00,ST-009,U-242,9.9,GUNDUZ,GUNDUZ,Normal,0
1085,2025-11-11,06:40:00,06:40:00,ST-069,U-269,11.2,GUNDUZ,GUNDUZ,Normal,0
1086,2025-11-10,15:10:00,03:10:00,ST-023,U-397,59.0,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1087,2025-11-11,02:51:00,14:51:00,ST-045,U-260,45.9,GUNDUZ,GECE,ANOMALI_ZAMAN_KAYMASI,1
1088,2025-11-11,10:24:00,10:24:00,ST-050,U-395,13.2,GUNDUZ,GUNDUZ,Normal,0
1089,2025-11-11,00:19:00,00:19:00,ST-001,U-366,16.8,GECE,GECE,Normal,0
1090,2025-11-12,05:00:00,05:00:00,ST-095,U-200,16.9,GECE,GECE,Normal,0
1091,2025-11-11,08:16:00,08:16:00,ST-043,U-260,21.1,GUNDUZ,GUNDUZ,Normal,0
1092,2025-11-11,23:52:00,23:52:00,ST-039,U-359,17.0,GECE,GECE,Normal,0
1093,2025-11-11,05:42:00,05:42:00,ST-090,U-251,9.9,GECE,GECE,Normal,0
1094,2025-11-11,18:28:00,18:28:00,ST-049,U-189,11.6,GUNDUZ,GUNDUZ,Normal,0
1095,2025-11-11,22:00:00,22:00:00,ST-001,U-255,11.3,GECE,GECE,Normal,0
1096,2025-11-11,06:24:00,06:24:00,ST-078,U-264,18.1,GUNDUZ,GUNDUZ,Normal,0
1097,2025-11-11,14:43:00,14:43:00,ST-066,U-342,16.2,GUNDUZ,GUNDUZ,Normal,0
1098,2025-11-12,09:00:00,09:00:00,ST-022,U-143,18.3,GUNDUZ,GUNDUZ,Normal,0
1099,2025-11-11,07:06:00,07:06:00,ST-043,U-147,15.4,GUNDUZ,GUNDUZ,Normal,0
1100,2025-11-12,08:20:00,08:20:00,ST-026,U-175,9.6,GUNDUZ,GUNDUZ,Normal,0
1101,2025-11-10,16:25:00,04:25:00,ST-079,U-137,59.4,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1102,2025-11-11,16:18:00,16:18:00,ST-025,U-296,15.3,GUNDUZ,GUNDUZ,Normal,0
1103,2025-11-11,18:20:00,18:20:00,ST-089,U-102,6.7,GUNDUZ,GUNDUZ,Normal,0
1104,2025-11-12,10:16:00,10:16:00,ST-055,U-212,19.9,GUNDUZ,GUNDUZ,Normal,0
1105,2025-11-11,01:30:00,01:30:00,ST-060,U-125,16.5,GECE,GECE,Normal,0
1106,2025-11-11,22:52:00,22:52:00,ST-059,U-168,19.3,GECE,GECE,Normal,0
1107,2025-11-12,13:30:00,13:30:00,ST-072,U-262,13.6,GUNDUZ,GUNDUZ,Normal,0
1108,2025-11-12,12:12:00,12:12:00,ST-093,U-358,15.0,GUNDUZ,GUNDUZ,Normal,0
1109,2025-11-11,16:42:00,16:42:00,ST-021,U-343,13.9,GUNDUZ,GUNDUZ,Normal,0
1110,2025-11-11,18:50:00,18:50:00,ST-082,U-241,8.5,GUNDUZ,GUNDUZ,Normal,0
1111,2025-11-12,13:39:00,13:39:00,ST-031,U-240,12.7,GUNDUZ,GUNDUZ,Normal,0
1112,2025-11-11,19:28:00,07:28:00,ST-035,U-271,35.0,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1113,2025-11-11,12:15:00,12:15:00,ST-020,U-218,5.5,GUNDUZ,GUNDUZ,Normal,0
1114,2025-11-11,16:18:00,16:18:00,ST-009,U-312,16.7,GUNDUZ,GUNDUZ,Normal,0
1115,2025-11-11,18:30:00,18:30:00,ST-008,U-205,12.4,GUNDUZ,GUNDUZ,Normal,0
1116,2025-11-11,18:48:00,18:48:00,ST-090,U-110,17.9,GUNDUZ,GUNDUZ,Normal,0
1117,2025-11-12,16:33:00,16:33:00,ST-046,U-252,12.6,GUNDUZ,GUNDUZ,Normal,0
1118,2025-11-12,17:02:00,17:02:00,ST-054,U-375,20.0,GUNDUZ,GUNDUZ,Normal,0
1119,2025-11-12,15:32:00,15:32:00,ST-029,U-349,18.4,GUNDUZ,GUNDUZ,Normal,0
1120,2025-11-11,08:00:00,08:00:00,ST-050,U-272,12.7,GUNDUZ,GUNDUZ,Normal,0
1121,2025-11-12,12:26:00,12:26:00,ST-022,U-339,11.3,GUNDUZ,GUNDUZ,Normal,0
1122,2025-11-11,02:18:00,02:18:00,ST-051,U-388,13.6,GECE,GECE,Normal,0
1123,2025-11-12,13:18:00,01:18:00,ST-018,U-336,47.5,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1124,2025-11-11,04:40:00,16:40:00,ST-028,U-332,38.3,GUNDUZ,GECE,ANOMALI_ZAMAN_KAYMASI,1
1125,2025-11-11,15:15:00,15:15:00,ST-036,U-315,19.8,GUNDUZ,GUNDUZ,Normal,0
1126,2025-11-11,11:18:00,11:18:00,ST-096,U-376,12.5,GUNDUZ,GUNDUZ,Normal,0
1127,2025-11-10,20:42:00,20:42:00,ST-084,U-135,10.3,GUNDUZ,GUNDUZ,Normal,0
1128,2025-11-12,21:52:00,21:52:00,ST-004,U-226,4.7,GUNDUZ,GUNDUZ,Normal,0
1129,2025-11-11,07:39:00,07:39:00,ST-031,U-164,15.2,GUNDUZ,GUNDUZ,Normal,0
1130,2025-11-12,03:20:00,03:20:00,ST-028,U-338,14.2,GECE,GECE,Normal,0
1131,2025-11-12,18:57:00,18:57:00,ST-078,U-158,10.6,GUNDUZ,GUNDUZ,Normal,0
1132,2025-11-12,23:48:00,23:48:00,ST-014,U-396,21.4,GECE,GECE,Normal,0
1133,2025-11-10,19:05:00,19:05:00,ST-049,U-303,14.4,GUNDUZ,GUNDUZ,Normal,0
1134,2025-11-12,20:18:00,20:18:00,ST-081,U-224,14.7,GUNDUZ,GUNDUZ,Normal,0
1135,2025-11-11,02:00:00,02:00:00,ST-088,U-161,9.4,GECE,GECE,Normal,0
1136,2025-11-13,04:00:00,04:00:00,ST-045,U-372,18.1,GECE,GECE,Normal,0
1137,2025-11-12,01:06:00,01:06:00,ST-083,U-274,5.2,GECE,GECE,Normal,0
1138,2025-11-10,19:30:00,19:30:00,ST-014,U-321,18.8,GUNDUZ,GUNDUZ,Normal,0
1139,2025-11-11,21:04:00,21:04:00,ST-091,U-178,18.9,GUNDUZ,GUNDUZ,Normal,0
1140,2025-11-12,02:00:00,02:00:00,ST-084,U-238,13.4,GECE,GECE,Normal,0
1141,2025-11-12,16:24:00,16:24:00,ST-062,U-338,13.7,GUNDUZ,GUNDUZ,Normal,0
1142,2025-11-12,02:36:00,02:36:00,ST-042,U-225,14.7,GECE,GECE,Normal,0
1143,2025-11-11,00:41:00,00:41:00,ST-097,U-337,12.1,GECE,GECE,Normal,0
1144,2025-11-12,15:12:00,15:12:00,ST-004,U-353,10.8,GUNDUZ,GUNDUZ,Normal,0
1145,2025-11-11,20:15:00,20:15:00,ST-034,U-274,7.8,GUNDUZ,GUNDUZ,Normal,0
1146,2025-11-11,15:38:00,15:38:00,ST-036,U-384,16.6,GUNDUZ,GUNDUZ,Normal,0
1147,2025-11-10,20:15:00,20:15:00,ST-031,U-308,7.4,GUNDUZ,GUNDUZ,Normal,0
1148,2025-11-12,09:20:00,09:20:00,ST-061,U-351,8.3,GUNDUZ,GUNDUZ,Normal,0
1149,2025-11-12,07:11:00,07:11:00,ST-029,U-307,5.7,GUNDUZ,GUNDUZ,Normal,0
1150,2025-11-13,03:30:00,03:30:00,ST-048,U-342,16.0,GECE,GECE,Normal,0
1151,2025-11-12,15:22:00,15:22:00,ST-096,U-381,11.7,GUNDUZ,GUNDUZ,Normal,0
1152,2025-11-11,22:00:00,22:00:00,ST-040,U-228,12.2,GECE,GECE,Normal,0
1153,2025-11-11,14:36:00,14:36:00,ST-016,U-374,7.5,GUNDUZ,GUNDUZ,Normal,0
1154,2025-11-13,10:26:00,10:26:00,ST-095,U-347,7.4,GUNDUZ,GUNDUZ,Normal,0
1155,2025-11-11,17:35:00,17:35:00,ST-068,U-244,21.6,GUNDUZ,GUNDUZ,Normal,0
1156,2025-11-11,04:48:00,04:48:00,ST-047,U-191,9.3,GECE,GECE,Normal,0
1157,2025-11-11,20:38:00,08:38:00,ST-036,U-123,43.7,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1158,2025-11-10,23:48:00,23:48:00,ST-017,U-351,16.6,GECE,GECE,Normal,0
1159,2025-11-11,05:12:00,05:12:00,ST-061,U-345,14.3,GECE,GECE,Normal,0
1160,2025-11-12,10:40:00,10:40:00,ST-033,U-344,21.4,GUNDUZ,GUNDUZ,Normal,0
1161,2025-11-11,05:28:00,05:28:00,ST-010,U-395,11.2,GECE,GECE,Normal,0
1162,2025-11-13,03:30:00,03:30:00,ST-073,U-255,6.7,GECE,GECE,Normal,0
1163,2025-11-11,03:01:00,03:01:00,ST-098,U-313,6.1,GECE,GECE,Normal,0
1164,2025-11-13,01:36:00,01:36:00,ST-067,U-294,15.1,GECE,GECE,Normal,0
1165,2025-11-12,12:15:00,12:15:00,ST-076,U-319,9.4,GUNDUZ,GUNDUZ,Normal,0
1166,2025-11-11,22:44:00,22:44:00,ST-095,U-150,5.1,GECE,GECE,Normal,0
1167,2025-11-13,16:43:00,16:43:00,ST-085,U-141,7.8,GUNDUZ,GUNDUZ,Normal,0
1168,2025-11-11,12:00:00,12:00:00,ST-021,U-101,13.9,GUNDUZ,GUNDUZ,Normal,0
1169,2025-11-12,10:42:00,10:42:00,ST-038,U-116,14.7,GUNDUZ,GUNDUZ,Normal,0
1170,2025-11-11,18:00:00,18:00:00,ST-059,U-136,9.1,GUNDUZ,GUNDUZ,Normal,0
1171,2025-11-13,10:06:00,10:06:00,ST-081,U-201,8.8,GUNDUZ,GUNDUZ,Normal,0
1172,2025-11-12,11:36:00,23:36:00,ST-020,U-236,32.9,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1173,2025-11-11,09:57:00,21:57:00,ST-040,U-391,30.8,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1174,2025-11-12,00:36:00,00:36:00,ST-039,U-306,12.4,GECE,GECE,Normal,0
1175,2025-11-11,21:55:00,21:55:00,ST-011,U-120,12.9,GUNDUZ,GUNDUZ,Normal,0
1176,2025-11-12,12:48:00,12:48:00,ST-004,U-146,14.9,GUNDUZ,GUNDUZ,Normal,0
1177,2025-11-11,19:24:00,19:24:00,ST-074,U-110,19.0,GUNDUZ,GUNDUZ,Normal,0
1178,2025-11-13,22:02:00,22:02:00,ST-006,U-189,8.9,GECE,GECE,Normal,0
1179,2025-11-12,19:40:00,19:40:00,ST-036,U-192,12.0,GUNDUZ,GUNDUZ,Normal,0
1180,2025-11-13,05:00:00,05:00:00,ST-012,U-340,18.7,GECE,GECE,Normal,0
1181,2025-11-12,08:16:00,08:16:00,ST-014,U-182,9.8,GUNDUZ,GUNDUZ,Normal,0
1182,2025-11-12,05:30:00,05:30:00,ST-085,U-305,12.9,GECE,GECE,Normal,0
1183,2025-11-14,00:27:00,00:27:00,ST-041,U-229,12.2,GECE,GECE,Normal,0
1184,2025-11-12,06:00:00,18:00:00,ST-066,U-100,52.0,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1185,2025-11-13,16:10:00,16:10:00,ST-007,U-196,12.3,GUNDUZ,GUNDUZ,Normal,0
1186,2025-11-13,01:06:00,01:06:00,ST-081,U-326,17.6,GECE,GECE,Normal,0
1187,2025-11-14,02:23:00,14:23:00,ST-017,U-247,34.3,GUNDUZ,GECE,ANOMALI_ZAMAN_KAYMASI,1
1188,2025-11-12,19:32:00,19:32:00,ST-004,U-222,12.7,GUNDUZ,GUNDUZ,Normal,0
1189,2025-11-13,21:03:00,21:03:00,ST-071,U-308,13.9,GUNDUZ,GUNDUZ,Normal,0
1190,2025-11-11,06:10:00,06:10:00,ST-015,U-336,19.1,GUNDUZ,GUNDUZ,Normal,0
1191,2025-11-11,09:28:00,09:28:00,ST-092,U-249,6.8,GUNDUZ,GUNDUZ,Normal,0
1192,2025-11-13,03:12:00,03:12:00,ST-062,U-341,11.5,GECE,GECE,Normal,0
1193,2025-11-11,22:36:00,22:36:00,ST-025,U-360,6.6,GECE,GECE,Normal,0
1194,2025-11-14,02:32:00,02:32:00,ST-036,U-312,19.6,GECE,GECE,Normal,0
1195,2025-11-12,08:45:00,08:45:00,ST-001,U-244,13.1,GUNDUZ,GUNDUZ,Normal,0
1196,2025-11-14,03:28:00,03:28:00,ST-085,U-350,14.6,GECE,GECE,Normal,0
1197,2025-11-11,13:33:00,13:33:00,ST-043,U-382,12.7,GUNDUZ,GUNDUZ,Normal,0
1198,2025-11-14,07:42:00,07:42:00,ST-042,U-196,12.2,GUNDUZ,GUNDUZ,Normal,0
1199,2025-11-14,01:33:00,01:33:00,ST-053,U-122,10.9,GECE,GECE,Normal,0
1200,2025-11-12,10:00:00,10:00:00,ST-049,U-297,16.7,GUNDUZ,GUNDUZ,Normal,0
1201,2025-11-13,23:06:00,23:06:00,ST-020,U-353,15.7,GECE,GECE,Normal,0
1202,2025-11-11,04:12:00,04:12:00,ST-043,U-151,21.4,GECE,GECE,Normal,0
1203,2025-11-13,00:17:00,12:17:00,ST-002,U-173,56.9,GUNDUZ,GECE,ANOMALI_ZAMAN_KAYMASI,1
1204,2025-11-12,21:12:00,21:12:00,ST-010,U-340,21.5,GUNDUZ,GUNDUZ,Normal,0
1205,2025-11-14,14:30:00,14:30:00,ST-089,U-303,10.1,GUNDUZ,GUNDUZ,Normal,0
1206,2025-11-13,21:50:00,09:50:00,ST-087,U-373,36.5,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1207,2025-11-12,18:39:00,18:39:00,ST-098,U-349,15.3,GUNDUZ,GUNDUZ,Normal,0
1208,2025-11-13,12:16:00,00:16:00,ST-081,U-247,27.4,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1209,2025-11-12,01:48:00,01:48:00,ST-013,U-151,11.8,GECE,GECE,Normal,0
1210,2025-11-13,02:30:00,02:30:00,ST-004,U-123,9.4,GECE,GECE,Normal,0
1211,2025-11-12,12:45:00,12:45:00,ST-048,U-320,9.3,GUNDUZ,GUNDUZ,Normal,0
1212,2025-11-11,15:48:00,15:48:00,ST-088,U-192,11.4,GUNDUZ,GUNDUZ,Normal,0
1213,2025-11-11,19:30:00,19:30:00,ST-049,U-223,15.0,GUNDUZ,GUNDUZ,Normal,0
1214,2025-11-13,07:20:00,07:20:00,ST-060,U-230,6.6,GUNDUZ,GUNDUZ,Normal,0
1215,2025-11-13,04:05:00,04:05:00,ST-060,U-247,4.2,GECE,GECE,Normal,0
1216,2025-11-14,05:36:00,05:36:00,ST-045,U-253,5.3,GECE,GECE,Normal,0
1217,2025-11-14,02:25:00,02:25:00,ST-059,U-254,16.4,GECE,GECE,Normal,0
1218,2025-11-11,23:58:00,23:58:00,ST-014,U-221,19.4,GECE,GECE,Normal,0
1219,2025-11-12,22:03:00,22:03:00,ST-090,U-251,14.3,GECE,GECE,Normal,0
1220,2025-11-11,02:20:00,02:20:00,ST-036,U-104,15.8,GECE,GECE,Normal,0
1221,2025-11-13,20:43:00,20:43:00,ST-007,U-354,18.0,GUNDUZ,GUNDUZ,Normal,0
1222,2025-11-12,11:48:00,11:48:00,ST-046,U-212,8.1,GUNDUZ,GUNDUZ,Normal,0
1223,2025-11-14,04:55:00,04:55:00,ST-097,U-170,8.5,GECE,GECE,Normal,0
1224,2025-11-14,05:20:00,17:20:00,ST-006,U-258,47.0,GUNDUZ,GECE,ANOMALI_ZAMAN_KAYMASI,1
1225,2025-11-15,00:30:00,00:30:00,ST-094,U-167,14.4,GECE,GECE,Normal,0
1226,2025-11-11,10:22:00,10:22:00,ST-054,U-189,9.9,GUNDUZ,GUNDUZ,Normal,0
1227,2025-11-12,01:37:00,01:37:00,ST-047,U-371,13.7,GECE,GECE,Normal,0
1228,2025-11-13,15:48:00,15:48:00,ST-033,U-346,18.9,GUNDUZ,GUNDUZ,Normal,0
1229,2025-11-15,02:30:00,02:30:00,ST-015,U-339,19.7,GECE,GECE,Normal,0
1230,2025-11-11,10:50:00,10:50:00,ST-087,U-303,21.4,GUNDUZ,GUNDUZ,Normal,0
1231,2025-11-15,03:30:00,03:30:00,ST-051,U-107,5.6,GECE,GECE,Normal,0
1232,2025-11-12,10:16:00,10:16:00,ST-087,U-234,12.2,GUNDUZ,GUNDUZ,Normal,0
1233,2025-11-14,01:19:00,01:19:00,ST-048,U-155,15.5,GECE,GECE,Normal,0
1234,2025-11-14,13:24:00,13:24:00,ST-072,U-267,4.5,GUNDUZ,GUNDUZ,Normal,0
1235,2025-11-14,06:00:00,06:00:00,ST-060,U-254,5.1,GUNDUZ,GUNDUZ,Normal,0
1236,2025-11-14,10:20:00,10:20:00,ST-005,U-255,6.5,GUNDUZ,GUNDUZ,Normal,0
1237,2025-11-13,15:00:00,03:00:00,ST-069,U-169,33.2,GECE,GUNDUZ,ANOMALI_ZAMAN_KAYMASI,1
1238,2025-11-13,03:26:00,03:26:00,ST-096,U-376,16.1,GECE,GECE,Normal,0
1239,2025-11-13,07:42:00,07:42:00,ST-054,U-150,17.1,GUNDUZ,GUNDUZ,Normal,0
1240,2025-11-13,16:00:00,16:00:00,ST-036,U-116,20.9,GUNDUZ,GUNDUZ,Normal,0
1241,2025-11-14,20:27:00,20:27:00,ST-031,U-285,12.0,GUNDUZ,GUNDUZ,Normal,0
1242,2025-11-11,16:16:00,16:16:00,ST-083,U-283,10.6,GUNDUZ,GUNDUZ,Normal,0
1243,2025-11-11,08:18:00,08:18:00,ST-016,U-332,7.4,GUNDUZ,GUNDUZ,Normal,0
1244,2025-11-11,12:28:00,12:28:00,ST-077,U-110,15.6,GUNDUZ,GUNDUZ,Normal,0
1245,2025-11-11,08:30:00,08:30:00,ST-017,U-389,8.4,GUNDUZ,GUNDUZ,Normal,0
1246,2025-11-12,05:06:00,17:06:00,ST-027,U-210,51.8,GUNDUZ,GECE,ANOMALI_ZAMAN_KAYMASI,1
