timestamp,source,event_type,detail,status,label,attack_type
2025-12-21 04:46:07,CSMS,Şarj Başlatma,Transaction ID: 127,Success,0,
2025-12-21 04:46:07,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:46:07,CSMS,Şarj Başlatma,Transaction ID: 113,Success,0,
2025-12-21 04:46:14,CSMS,Şarj Başlatma,Transaction ID: 128,Success,0,
2025-12-21 04:46:14,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:46:14,CSMS,Şarj Başlatma,Transaction ID: 114,Success,0,
2025-12-21 04:46:21,CSMS,Şarj Başlatma,Transaction ID: 129,Success,0,
2025-12-21 04:46:21,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:46:22,CSMS,Şarj Başlatma,Transaction ID: 115,Success,0,
2025-12-21 04:46:28,CSMS,Şarj Başlatma,Transaction ID: 130,Success,0,
2025-12-21 04:46:28,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:46:29,CSMS,Şarj Başlatma,Transaction ID: 116,Success,0,
2025-12-21 04:46:35,CSMS,Şarj Başlatma,Transaction ID: 131,Success,0,
2025-12-21 04:46:35,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:46:36,CSMS,Şarj Başlatma,Transaction ID: 117,Success,0,
2025-12-21 04:46:42,CSMS,Şarj Başlatma,Transaction ID: 132,Success,0,
2025-12-21 04:46:42,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:46:43,CSMS,Şarj Başlatma,Transaction ID: 118,Success,0,
2025-12-21 04:46:49,CSMS,Şarj Başlatma,Transaction ID: 133,Success,0,
2025-12-21 04:46:49,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:46:50,CSMS,Şarj Başlatma,Transaction ID: 119,Success,0,
2025-12-21 04:46:56,CSMS,Şarj Başlatma,Transaction ID: 134,Success,0,
2025-12-21 04:46:56,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:46:57,CSMS,Şarj Başlatma,Transaction ID: 120,Success,0,
2025-12-21 04:47:03,CSMS,Şarj Başlatma,Transaction ID: 135,Success,0,
2025-12-21 04:47:03,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:47:04,CSMS,Şarj Başlatma,Transaction ID: 121,Success,0,
2025-12-21 04:47:10,CSMS,Şarj Başlatma,Transaction ID: 136,Success,0,
2025-12-21 04:47:10,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:47:11,CSMS,Şarj Başlatma,Transaction ID: 122,Success,0,
2025-12-21 04:47:17,CSMS,Şarj Başlatma,Transaction ID: 137,Success,0,
2025-12-21 04:47:17,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:47:18,CSMS,Şarj Başlatma,Transaction ID: 123,Success,0,
2025-12-21 04:47:24,CSMS,Şarj Başlatma,Transaction ID: 138,Success,0,
2025-12-21 04:47:24,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:47:25,CSMS,Şarj Başlatma,Transaction ID: 124,Success,0,
2025-12-21 04:47:31,CSMS,Şarj Başlatma,Transaction ID: 139,Success,0,
2025-12-21 04:47:31,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:47:32,CSMS,Şarj Başlatma,Transaction ID: 125,Success,0,
2025-12-21 04:47:38,CSMS,Şarj Başlatma,Transaction ID: 140,Success,0,
2025-12-21 04:47:38,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:47:39,CSMS,Şarj Başlatma,Transaction ID: 126,Success,0,
2025-12-21 04:47:45,CSMS,Şarj Başlatma,Transaction ID: 141,Success,0,
2025-12-21 04:47:45,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:47:46,CSMS,Şarj Başlatma,Transaction ID: 127,Success,0,
2025-12-21 04:47:52,CSMS,Şarj Başlatma,Transaction ID: 142,Success,0,
2025-12-21 04:47:52,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:47:53,CSMS,Şarj Başlatma,Transaction ID: 128,Success,0,
2025-12-21 04:47:59,CSMS,Şarj Başlatma,Transaction ID: 143,Success,0,
2025-12-21 04:47:59,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:48:00,CSMS,Şarj Başlatma,Transaction ID: 129,Success,0,
2025-12-21 04:48:06,CSMS,Şarj Başlatma,Transaction ID: 144,Success,0,
2025-12-21 04:48:06,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:48:07,CSMS,Şarj Başlatma,Transaction ID: 130,Success,0,
2025-12-21 04:48:13,CSMS,Şarj Başlatma,Transaction ID: 145,Success,0,
2025-12-21 04:48:13,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:48:14,CSMS,Şarj Başlatma,Transaction ID: 131,Success,0,
2025-12-21 04:48:20,CSMS,Şarj Başlatma,Transaction ID: 146,Success,0,
2025-12-21 04:48:20,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:48:21,CSMS,Şarj Başlatma,Transaction ID: 132,Success,0,
2025-12-21 04:48:27,CSMS,Şarj Başlatma,Transaction ID: 147,Success,0,
2025-12-21 04:48:28,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:48:28,CSMS,Şarj Başlatma,Transaction ID: 133,Success,0,
2025-12-21 04:48:34,CSMS,Şarj Başlatma,Transaction ID: 148,Success,0,
2025-12-21 04:48:35,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:48:35,CSMS,Şarj Başlatma,Transaction ID: 134,Success,0,
2025-12-21 04:48:41,CSMS,Şarj Başlatma,Transaction ID: 149,Success,0,
2025-12-21 04:48:42,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:48:42,CSMS,Şarj Başlatma,Transaction ID: 135,Success,0,
2025-12-21 04:48:48,CSMS,Şarj Başlatma,Transaction ID: 150,Success,0,
2025-12-21 04:48:49,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:48:49,CSMS,Şarj Başlatma,Transaction ID: 136,Success,0,
2025-12-21 04:48:55,CSMS,Şarj Başlatma,Transaction ID: 151,Success,0,
2025-12-21 04:48:56,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:48:56,CSMS,Şarj Başlatma,Transaction ID: 137,Success,0,
2025-12-21 04:49:02,CSMS,Şarj Başlatma,Transaction ID: 152,Success,0,
2025-12-21 04:49:03,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:49:03,CSMS,Şarj Başlatma,Transaction ID: 138,Success,0,
2025-12-21 04:49:09,CSMS,Şarj Başlatma,Transaction ID: 153,Success,0,
2025-12-21 04:49:10,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:49:10,CSMS,Şarj Başlatma,Transaction ID: 139,Success,0,
2025-12-21 04:49:16,CSMS,Şarj Başlatma,Transaction ID: 154,Success,0,
2025-12-21 04:49:17,CSMS,Şarj Başlatma,Transaction ID: 140,Success,0,
2025-12-21 04:49:17,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:49:23,CSMS,Şarj Başlatma,Transaction ID: 155,Success,0,
2025-12-21 04:49:24,CSMS,Şarj Başlatma,Transaction ID: 141,Success,0,
2025-12-21 04:49:24,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:49:30,CSMS,Şarj Başlatma,Transaction ID: 156,Success,0,
2025-12-21 04:49:31,CSMS,Şarj Başlatma,Transaction ID: 142,Success,0,
2025-12-21 04:49:31,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:49:37,CSMS,Şarj Başlatma,Transaction ID: 157,Success,0,
2025-12-21 04:49:38,CSMS,Şarj Başlatma,Transaction ID: 143,Success,0,
2025-12-21 04:49:38,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:49:44,CSMS,Şarj Başlatma,Transaction ID: 158,Success,0,
2025-12-21 04:49:45,CSMS,Şarj Başlatma,Transaction ID: 144,Success,0,
2025-12-21 04:49:45,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:49:45,CSMS,Bağlantı,Yeni CP Bağlandı,Info,0,
2025-12-21 04:49:45,CSMS,GÜVENLİK,Zaman Anomalisi Tespit Edildi!,CRITICAL,1,TIME_ANOMALY
2025-12-21 04:49:46,CSMS,Şarj Başlatma,Transaction ID: 101,Success,0,
2025-12-21 04:49:51,CSMS,Şarj Başlatma,Transaction ID: 159,Success,0,
2025-12-21 04:49:52,CSMS,Şarj Başlatma,Transaction ID: 145,Success,0,
2025-12-21 04:49:52,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:49:53,CSMS,Şarj Başlatma,Transaction ID: 102,Success,0,
2025-12-21 04:49:58,CSMS,Şarj Başlatma,Transaction ID: 160,Success,0,
2025-12-21 04:49:59,CSMS,Şarj Başlatma,Transaction ID: 146,Success,0,
2025-12-21 04:49:59,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:50:00,CSMS,Şarj Başlatma,Transaction ID: 103,Success,0,
2025-12-21 04:50:05,CSMS,Şarj Başlatma,Transaction ID: 161,Success,0,
2025-12-21 04:50:06,CSMS,Şarj Başlatma,Transaction ID: 147,Success,0,
2025-12-21 04:50:06,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:50:07,CSMS,Şarj Başlatma,Transaction ID: 104,Success,0,
2025-12-21 04:50:12,CSMS,Şarj Başlatma,Transaction ID: 162,Success,0,
2025-12-21 04:50:13,CSMS,Şarj Başlatma,Transaction ID: 148,Success,0,
2025-12-21 04:50:13,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:50:14,CSMS,Şarj Başlatma,Transaction ID: 105,Success,0,
2025-12-21 04:50:14,CSMS,Bağlantı,Yeni CP Bağlandı,Info,0,
2025-12-21 04:50:14,CSMS,GÜVENLİK,Zaman Anomalisi Tespit Edildi!,CRITICAL,1,TIME_ANOMALY
2025-12-21 04:50:15,CSMS,Şarj Başlatma,Transaction ID: 101,Success,0,
2025-12-21 04:50:19,CSMS,Şarj Başlatma,Transaction ID: 163,Success,0,
2025-12-21 04:50:20,CSMS,Şarj Başlatma,Transaction ID: 149,Success,0,
2025-12-21 04:50:20,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:50:21,CSMS,Şarj Başlatma,Transaction ID: 106,Success,0,
2025-12-21 04:50:22,CSMS,Şarj Başlatma,Transaction ID: 102,Success,0,
2025-12-21 04:50:26,CSMS,Şarj Başlatma,Transaction ID: 164,Success,0,
2025-12-21 04:50:27,CSMS,Şarj Başlatma,Transaction ID: 150,Success,0,
2025-12-21 04:50:27,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:50:28,CSMS,Şarj Başlatma,Transaction ID: 107,Success,0,
2025-12-21 04:50:29,CSMS,Şarj Başlatma,Transaction ID: 103,Success,0,
2025-12-21 04:50:33,CSMS,Şarj Başlatma,Transaction ID: 165,Success,0,
2025-12-21 04:50:34,CSMS,Şarj Başlatma,Transaction ID: 151,Success,0,
2025-12-21 04:50:34,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:50:35,CSMS,Şarj Başlatma,Transaction ID: 108,Success,0,
2025-12-21 04:50:36,CSMS,Şarj Başlatma,Transaction ID: 104,Success,0,
2025-12-21 04:50:40,CSMS,Şarj Başlatma,Transaction ID: 166,Success,0,
2025-12-21 04:50:41,CSMS,Şarj Başlatma,Transaction ID: 152,Success,0,
2025-12-21 04:50:41,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:50:42,CSMS,Şarj Başlatma,Transaction ID: 109,Success,0,
2025-12-21 04:50:43,CSMS,Şarj Başlatma,Transaction ID: 105,Success,0,
2025-12-21 04:50:47,CSMS,Şarj Başlatma,Transaction ID: 167,Success,0,
2025-12-21 04:50:48,CSMS,Şarj Başlatma,Transaction ID: 153,Success,0,
2025-12-21 04:50:48,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:50:49,CSMS,Şarj Başlatma,Transaction ID: 110,Success,0,
2025-12-21 04:50:50,CSMS,Şarj Başlatma,Transaction ID: 106,Success,0,
2025-12-21 04:50:55,CSMS,Şarj Başlatma,Transaction ID: 168,Success,0,
2025-12-21 04:50:55,CSMS,Şarj Başlatma,Transaction ID: 154,Success,0,
2025-12-21 04:50:55,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:50:56,CSMS,Şarj Başlatma,Transaction ID: 111,Success,0,
2025-12-21 04:50:58,CSMS,Şarj Başlatma,Transaction ID: 107,Success,0,
2025-12-21 04:51:02,CSMS,Şarj Başlatma,Transaction ID: 169,Success,0,
2025-12-21 04:51:02,CSMS,Şarj Başlatma,Transaction ID: 155,Success,0,
2025-12-21 04:51:02,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:51:03,CSMS,Şarj Başlatma,Transaction ID: 112,Success,0,
2025-12-21 04:51:05,CSMS,Şarj Başlatma,Transaction ID: 108,Success,0,
2025-12-21 04:51:09,CSMS,Şarj Başlatma,Transaction ID: 170,Success,0,
2025-12-21 04:51:09,CSMS,Şarj Başlatma,Transaction ID: 156,Success,0,
2025-12-21 04:51:09,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:51:10,CSMS,Şarj Başlatma,Transaction ID: 113,Success,0,
2025-12-21 04:51:12,CSMS,Şarj Başlatma,Transaction ID: 109,Success,0,
2025-12-21 04:51:16,CSMS,Şarj Başlatma,Transaction ID: 171,Success,0,
2025-12-21 04:51:16,CSMS,Şarj Başlatma,Transaction ID: 157,Success,0,
2025-12-21 04:51:16,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:51:17,CSMS,Şarj Başlatma,Transaction ID: 114,Success,0,
2025-12-21 04:51:19,CSMS,Şarj Başlatma,Transaction ID: 110,Success,0,
2025-12-21 04:51:23,CSMS,Şarj Başlatma,Transaction ID: 172,Success,0,
2025-12-21 04:51:23,CSMS,Şarj Başlatma,Transaction ID: 158,Success,0,
2025-12-21 04:51:23,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:51:24,CSMS,Şarj Başlatma,Transaction ID: 115,Success,0,
2025-12-21 04:51:26,CSMS,Şarj Başlatma,Transaction ID: 111,Success,0,
2025-12-21 04:51:30,CSMS,Şarj Başlatma,Transaction ID: 173,Success,0,
2025-12-21 04:51:30,CSMS,Şarj Başlatma,Transaction ID: 159,Success,0,
2025-12-21 04:51:30,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:51:31,CSMS,Şarj Başlatma,Transaction ID: 116,Success,0,
2025-12-21 04:51:33,CSMS,Şarj Başlatma,Transaction ID: 112,Success,0,
2025-12-21 04:51:37,CSMS,Şarj Başlatma,Transaction ID: 174,Success,0,
2025-12-21 04:51:37,CSMS,Şarj Başlatma,Transaction ID: 160,Success,0,
2025-12-21 04:51:37,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:51:38,CSMS,Şarj Başlatma,Transaction ID: 117,Success,0,
2025-12-21 04:51:39,CSMS,Bağlantı,Yeni CP Bağlandı,Info,0,
2025-12-21 04:51:39,CSMS,GÜVENLİK,Zaman Anomalisi Tespit Edildi!,CRITICAL,1,TIME_ANOMALY
2025-12-21 04:51:40,CSMS,Şarj Başlatma,Transaction ID: 113,Success,0,
2025-12-21 04:51:40,CSMS,Şarj Başlatma,Transaction ID: 101,Success,0,
2025-12-21 04:51:44,CSMS,Şarj Başlatma,Transaction ID: 175,Success,0,
2025-12-21 04:51:44,CSMS,Şarj Başlatma,Transaction ID: 161,Success,0,
2025-12-21 04:51:44,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:51:45,CSMS,Şarj Başlatma,Transaction ID: 118,Success,0,
2025-12-21 04:51:47,CSMS,Şarj Başlatma,Transaction ID: 114,Success,0,
2025-12-21 04:51:47,CSMS,Şarj Başlatma,Transaction ID: 102,Success,0,
2025-12-21 04:51:51,CSMS,Şarj Başlatma,Transaction ID: 176,Success,0,
2025-12-21 04:51:51,CSMS,Şarj Başlatma,Transaction ID: 162,Success,0,
2025-12-21 04:51:51,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:51:52,CSMS,Şarj Başlatma,Transaction ID: 119,Success,0,
2025-12-21 04:51:54,CSMS,Şarj Başlatma,Transaction ID: 115,Success,0,
2025-12-21 04:51:54,CSMS,Şarj Başlatma,Transaction ID: 103,Success,0,
2025-12-21 04:51:58,CSMS,Şarj Başlatma,Transaction ID: 177,Success,0,
2025-12-21 04:51:58,CSMS,Şarj Başlatma,Transaction ID: 163,Success,0,
2025-12-21 04:51:58,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:51:59,CSMS,Şarj Başlatma,Transaction ID: 120,Success,0,
2025-12-21 04:52:01,CSMS,Şarj Başlatma,Transaction ID: 116,Success,0,
2025-12-21 04:52:01,CSMS,Şarj Başlatma,Transaction ID: 104,Success,0,
2025-12-21 04:52:05,CSMS,Şarj Başlatma,Transaction ID: 178,Success,0,
2025-12-21 04:52:05,CSMS,Şarj Başlatma,Transaction ID: 164,Success,0,
2025-12-21 04:52:05,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:52:06,CSMS,Şarj Başlatma,Transaction ID: 121,Success,0,
2025-12-21 04:52:08,CSMS,Şarj Başlatma,Transaction ID: 117,Success,0,
2025-12-21 04:52:08,CSMS,Şarj Başlatma,Transaction ID: 105,Success,0,
2025-12-21 04:52:12,CSMS,Şarj Başlatma,Transaction ID: 179,Success,0,
2025-12-21 04:52:12,CSMS,Şarj Başlatma,Transaction ID: 165,Success,0,
2025-12-21 04:52:12,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:52:13,CSMS,Şarj Başlatma,Transaction ID: 122,Success,0,
2025-12-21 04:52:15,CSMS,Şarj Başlatma,Transaction ID: 118,Success,0,
2025-12-21 04:52:15,CSMS,Şarj Başlatma,Transaction ID: 106,Success,0,
2025-12-21 04:52:19,CSMS,Şarj Başlatma,Transaction ID: 180,Success,0,
2025-12-21 04:52:19,CSMS,Şarj Başlatma,Transaction ID: 166,Success,0,
2025-12-21 04:52:19,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:52:20,CSMS,Şarj Başlatma,Transaction ID: 123,Success,0,
2025-12-21 04:52:22,CSMS,Şarj Başlatma,Transaction ID: 119,Success,0,
2025-12-21 04:52:22,CSMS,Şarj Başlatma,Transaction ID: 107,Success,0,
2025-12-21 04:52:26,CSMS,Şarj Başlatma,Transaction ID: 181,Success,0,
2025-12-21 04:52:26,CSMS,Şarj Başlatma,Transaction ID: 167,Success,0,
2025-12-21 04:52:26,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:52:27,CSMS,Şarj Başlatma,Transaction ID: 124,Success,0,
2025-12-21 04:52:29,CSMS,Şarj Başlatma,Transaction ID: 120,Success,0,
2025-12-21 04:52:29,CSMS,Şarj Başlatma,Transaction ID: 108,Success,0,
2025-12-21 04:52:33,CSMS,Şarj Başlatma,Transaction ID: 182,Success,0,
2025-12-21 04:52:33,CSMS,Şarj Başlatma,Transaction ID: 168,Success,0,
2025-12-21 04:52:33,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:52:34,CSMS,Şarj Başlatma,Transaction ID: 125,Success,0,
2025-12-21 04:52:36,CSMS,Şarj Başlatma,Transaction ID: 121,Success,0,
2025-12-21 04:52:36,CSMS,Şarj Başlatma,Transaction ID: 109,Success,0,
2025-12-21 04:52:40,CSMS,Şarj Başlatma,Transaction ID: 169,Success,0,
2025-12-21 04:52:40,CSMS,Şarj Başlatma,Transaction ID: 183,Success,0,
2025-12-21 04:52:40,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:52:41,CSMS,Şarj Başlatma,Transaction ID: 126,Success,0,
2025-12-21 04:52:43,CSMS,Şarj Başlatma,Transaction ID: 122,Success,0,
2025-12-21 04:52:44,CSMS,Şarj Başlatma,Transaction ID: 110,Success,0,
2025-12-21 04:52:47,CSMS,Şarj Başlatma,Transaction ID: 170,Success,0,
2025-12-21 04:52:47,CSMS,Şarj Başlatma,Transaction ID: 184,Success,0,
2025-12-21 04:52:47,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:52:48,CSMS,Şarj Başlatma,Transaction ID: 127,Success,0,
2025-12-21 04:52:50,CSMS,Şarj Başlatma,Transaction ID: 123,Success,0,
2025-12-21 04:52:51,CSMS,Şarj Başlatma,Transaction ID: 111,Success,0,
2025-12-21 04:52:54,CSMS,Şarj Başlatma,Transaction ID: 171,Success,0,
2025-12-21 04:52:54,CSMS,Şarj Başlatma,Transaction ID: 185,Success,0,
2025-12-21 04:52:54,CSMS,Bağlantı,Yeni CP Bağlandı,Info,0,
2025-12-21 04:52:54,CSMS,GÜVENLİK,Zaman Anomalisi Tespit Edildi!,CRITICAL,1,TIME_ANOMALY
2025-12-21 04:52:54,CSMS,Enerji Tüketimi,2025 Wh,Info,0,
2025-12-21 04:52:55,CSMS,Şarj Başlatma,Transaction ID: 101,Success,0,
2025-12-21 04:52:55,CSMS,Şarj Başlatma,Transaction ID: 128,Success,0,
2025-12-21 04:52:57,CSMS,Şarj Başlatma,Transaction ID: 124,Success,0,
2025-12-21 04:52:58,CSMS,Şarj Başlatma,Transaction ID: 112,Success,0,
2025-12-21 04:53:01,CSMS,Şarj Başlatma,Transaction ID: 172,Success,0,
