timestamp,level,severity,message,action,stage,rule_id,source_ip,source_port,dest_ip,dest_port,http_method,http_path,http_status,ocp_namespace,ocp_pod,label
2025-12-20 23:00:43,SALDIRI,TEHDIT,TLS Downgrade / Fuzzing,Bloklandı,Initial Access,TLS-ANOM-2001,42.224.154.157,44499,10.4.153.239,80,POST,/api/v1/payments,200,test,payment-7b86c9c7b8-q2v7m,1
2025-12-20 23:00:44,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.141.22.1,65236,10.170.66.164,8080,POST,/wp-login.php,404,payments,api-6d7f8c9b7f-2kq9x,0
2025-12-20 23:00:46,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.65.21.79,24473,10.186.20.231,443,POST,/login,400,monitoring,gateway-7f8c9d7b6b-x4n1k,0
2025-12-20 23:00:46,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.210.127.69,58182,10.81.55.98,80,DELETE,/api/v1/orders,204,dev,web-5c7b9d4cdd-hm8z1,0
2025-12-20 23:00:48,SALDIRI,TEHDIT,TLS Downgrade / Fuzzing,Bloklandı,Initial Access,TLS-ANOM-2001,132.204.169.241,64620,10.14.59.225,8080,POST,/actuator/env,301,payments,payment-7b86c9c7b8-q2v7m,1
2025-12-20 23:00:51,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.223.0.134,5609,10.100.186.111,8080,PATCH,/admin,500,monitoring,web-5c7b9d4cdd-hm8z1,0
2025-12-20 23:00:55,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.154.207.141,14798,10.0.155.74,8443,PATCH,/actuator/env,500,auth,auth-6c5d7f6cbb-9p3a2,0
2025-12-20 23:00:56,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.47.120.173,14074,10.158.115.207,443,GET,/,204,payments,gateway-7f8c9d7b6b-x4n1k,0
2025-12-20 23:00:58,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.54.217.57,37554,10.90.237.13,443,GET,/wp-login.php,201,auth,web-5c7b9d4cdd-hm8z1,0
2025-12-20 23:01:04,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.126.141.197,29851,10.248.122.71,80,PUT,/api/v1/orders,301,test,auth-6c5d7f6cbb-9p3a2,0
2025-12-20 23:01:04,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.238.212.16,60323,10.105.215.100,80,PATCH,/.env,403,dev,auth-6c5d7f6cbb-9p3a2,0
2025-12-20 23:01:08,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.14.199.87,31654,10.207.84.216,443,PATCH,/actuator/health,200,test,payment-7b86c9c7b8-q2v7m,0
2025-12-20 23:01:09,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.172.194.72,6391,10.215.129.214,8443,GET,/actuator/health,200,payments,web-5c7b9d4cdd-hm8z1,0
2025-12-20 23:01:10,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.64.242.172,46864,10.58.111.120,8080,PUT,/api/v1/users,429,dev,gateway-7f8c9d7b6b-x4n1k,0
2025-12-20 23:01:11,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.52.154.218,35937,10.61.21.89,8443,PUT,/login,404,auth,web-5c7b9d4cdd-hm8z1,0
2025-12-20 23:01:12,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.247.238.112,17112,10.137.165.219,80,PUT,/wp-login.php,204,test,auth-6c5d7f6cbb-9p3a2,0
2025-12-20 23:01:14,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.5.97.22,37408,10.123.208.126,443,DELETE,/wp-login.php,403,payments,payment-7b86c9c7b8-q2v7m,0
2025-12-20 23:01:17,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.169.180.180,17499,10.232.138.79,443,GET,/api/v1/orders,400,monitoring,gateway-7f8c9d7b6b-x4n1k,0
2025-12-20 23:01:23,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.91.154.4,64875,10.64.140.12,80,PATCH,/api/v1/payments,201,test,payment-7b86c9c7b8-q2v7m,0
2025-12-20 23:01:27,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.33.205.126,10801,10.37.27.39,8080,GET,/api/v1/orders,200,dev,payment-7b86c9c7b8-q2v7m,0
2025-12-20 23:01:32,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.50.106.161,6344,10.108.135.170,443,POST,/api/v1/users,404,monitoring,auth-6c5d7f6cbb-9p3a2,0
2025-12-20 23:01:36,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.135.101.109,10788,10.58.115.166,8080,POST,/login,200,payments,auth-6c5d7f6cbb-9p3a2,0
2025-12-20 23:01:39,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.224.41.154,22147,10.20.221.189,8080,GET,/login,204,auth,payment-7b86c9c7b8-q2v7m,0
2025-12-20 23:01:44,SALDIRI,TEHDIT,TLS Downgrade / Fuzzing,Bloklandı,Initial Access,TLS-ANOM-2001,10.223.251.249,27785,10.46.240.90,8080,PUT,/login,201,monitoring,auth-6c5d7f6cbb-9p3a2,1
2025-12-20 23:01:48,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.59.206.222,4576,10.0.236.106,443,PATCH,/admin,429,dev,payment-7b86c9c7b8-q2v7m,0
2025-12-20 23:01:50,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.81.159.142,15749,10.7.208.24,80,DELETE,/login,500,dev,api-6d7f8c9b7f-2kq9x,0
2025-12-20 23:01:53,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.196.97.236,51662,10.69.35.71,8443,PUT,/actuator/health,301,test,auth-6c5d7f6cbb-9p3a2,0
2025-12-20 23:01:59,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.193.233.239,46735,10.164.96.252,443,PATCH,/.env,204,monitoring,auth-6c5d7f6cbb-9p3a2,0
2025-12-20 23:02:03,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.51.225.26,10471,10.233.7.185,8443,POST,/login,403,dev,web-5c7b9d4cdd-hm8z1,0
2025-12-20 23:02:06,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.120.147.59,7475,10.46.222.251,80,DELETE,/api/v1/users,301,auth,gateway-7f8c9d7b6b-x4n1k,0
2025-12-20 23:02:09,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.40.195.159,39241,10.123.254.234,443,POST,/wp-login.php,500,monitoring,web-5c7b9d4cdd-hm8z1,0
2025-12-20 23:02:13,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.217.128.117,56948,10.154.101.99,8443,GET,/api/v1/orders,401,auth,payment-7b86c9c7b8-q2v7m,0
2025-12-20 23:02:14,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.254.146.199,42745,10.117.180.57,443,PATCH,/api/v1/payments,500,dev,gateway-7f8c9d7b6b-x4n1k,0
2025-12-20 23:02:15,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.46.151.84,9685,10.212.89.52,8080,PATCH,/actuator/health,301,monitoring,payment-7b86c9c7b8-q2v7m,0
2025-12-20 23:02:18,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.203.187.24,36188,10.202.7.68,80,DELETE,/admin,500,auth,api-6d7f8c9b7f-2kq9x,0
2025-12-20 23:02:21,SALDIRI,TEHDIT,TLS Downgrade / Fuzzing,Bloklandı,Initial Access,TLS-ANOM-2001,10.113.32.163,27782,10.237.154.167,80,POST,/,200,dev,gateway-7f8c9d7b6b-x4n1k,1
2025-12-20 23:02:23,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.250.208.241,25307,10.143.16.177,443,DELETE,/wp-login.php,204,monitoring,web-5c7b9d4cdd-hm8z1,0
2025-12-20 23:02:29,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.108.10.13,9276,10.170.124.254,443,GET,/actuator/health,204,test,api-6d7f8c9b7f-2kq9x,0
2025-12-20 23:02:31,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.89.56.170,24501,10.13.67.4,443,PATCH,/admin,200,test,web-5c7b9d4cdd-hm8z1,0
2025-12-20 23:02:32,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.231.113.243,43185,10.22.154.118,80,GET,/wp-login.php,401,payments,gateway-7f8c9d7b6b-x4n1k,0
2025-12-20 23:02:33,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.195.150.117,47015,10.220.50.204,80,PATCH,/api/v1/orders,401,test,payment-7b86c9c7b8-q2v7m,0
2025-12-20 23:02:37,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.242.34.24,7352,10.43.47.111,8080,POST,/actuator/health,200,payments,payment-7b86c9c7b8-q2v7m,0
2025-12-20 23:02:43,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.53.108.40,8116,10.246.114.217,8080,PATCH,/admin,200,payments,gateway-7f8c9d7b6b-x4n1k,0
2025-12-20 23:02:48,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.173.179.2,44103,10.92.73.145,8443,GET,/api/v1/users,500,dev,web-5c7b9d4cdd-hm8z1,0
2025-12-20 23:02:52,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.26.79.41,30063,10.25.41.70,8443,DELETE,/actuator/env,403,payments,gateway-7f8c9d7b6b-x4n1k,0
2025-12-20 23:02:53,SALDIRI,KRITIK,RBAC Yetki Yükseltme Şüphesi,Engellendi,Privilege Escalation,K8S-RBAC-4005,155.28.3.53,10017,10.154.108.197,8080,PUT,/admin,200,monitoring,payment-7b86c9c7b8-q2v7m,1
2025-12-20 23:02:55,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.235.39.221,27528,10.160.219.147,8443,PUT,/login,401,auth,api-6d7f8c9b7f-2kq9x,0
2025-12-20 23:03:01,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.40.202.223,22851,10.158.173.57,443,GET,/actuator/health,500,dev,web-5c7b9d4cdd-hm8z1,0
2025-12-20 23:03:07,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.78.38.46,37968,10.252.237.194,8443,PATCH,/actuator/env,400,test,payment-7b86c9c7b8-q2v7m,0
2025-12-20 23:03:13,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.236.231.10,19837,10.29.188.213,80,GET,/actuator/env,429,payments,gateway-7f8c9d7b6b-x4n1k,0
2025-12-20 23:03:19,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.31.230.27,43368,10.175.43.130,443,GET,/api/v1/orders,403,payments,gateway-7f8c9d7b6b-x4n1k,0
2025-12-20 23:03:23,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.145.129.186,39214,10.76.170.21,443,PUT,/api/v1/payments,500,dev,payment-7b86c9c7b8-q2v7m,0
2025-12-20 23:03:26,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.185.9.93,15061,10.158.92.244,8080,DELETE,/api/v1/orders,204,monitoring,api-6d7f8c9b7f-2kq9x,0
2025-12-20 23:03:31,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.78.83.47,27950,10.84.224.12,8080,POST,/wp-login.php,429,monitoring,web-5c7b9d4cdd-hm8z1,0
2025-12-20 23:03:35,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.195.214.248,40651,10.82.102.206,443,PUT,/,500,monitoring,auth-6c5d7f6cbb-9p3a2,0
2025-12-20 23:03:40,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.223.46.243,23934,10.113.230.227,80,DELETE,/,401,test,payment-7b86c9c7b8-q2v7m,0
2025-12-20 23:03:40,SALDIRI,UYARI,Yan Hareket / Ağ Keşfi,Bloklandı,Reconnaissance,NET-SCAN-1001,10.241.71.195,1368,10.240.229.158,80,GET,/api/v1/payments,204,test,web-5c7b9d4cdd-hm8z1,1
2025-12-20 23:03:40,SALDIRI,TEHDIT,SQL Injection Denemesi,Bloklandı,Initial Access,WAF-SQLI-3003,10.123.73.75,24146,10.219.0.158,443,PATCH,/.env,201,dev,api-6d7f8c9b7f-2kq9x,1
2025-12-20 23:03:42,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.191.129.192,5451,10.8.182.202,8080,POST,/login,429,auth,api-6d7f8c9b7f-2kq9x,0
2025-12-20 23:03:48,SALDIRI,TEHDIT,SQL Injection Denemesi,Bloklandı,Initial Access,WAF-SQLI-3003,53.22.102.227,21345,10.21.161.239,8443,PATCH,/wp-login.php,301,test,web-5c7b9d4cdd-hm8z1,1
2025-12-20 23:03:54,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.197.173.250,33629,10.95.254.178,8080,PATCH,/api/v1/payments,200,auth,auth-6c5d7f6cbb-9p3a2,0
2025-12-20 23:03:56,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.156.228.155,30115,10.218.85.177,8080,DELETE,/,400,dev,payment-7b86c9c7b8-q2v7m,0
2025-12-20 23:03:57,SALDIRI,TEHDIT,SQL Injection Denemesi,Bloklandı,Initial Access,WAF-SQLI-3003,10.224.17.33,43305,10.34.120.200,8080,PUT,/.env,429,monitoring,web-5c7b9d4cdd-hm8z1,1
2025-12-20 23:04:01,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.127.58.7,26385,10.95.255.133,80,PUT,/api/v1/payments,403,auth,payment-7b86c9c7b8-q2v7m,0
2025-12-20 23:04:02,SALDIRI,UYARI,Yan Hareket / Ağ Keşfi,Bloklandı,Reconnaissance,NET-SCAN-1001,10.33.148.229,47525,10.153.80.183,443,PUT,/actuator/health,204,test,auth-6c5d7f6cbb-9p3a2,1
2025-12-20 23:04:03,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.33.158.102,27856,10.245.210.197,80,POST,/admin,500,monitoring,web-5c7b9d4cdd-hm8z1,0
2025-12-20 23:04:08,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.78.155.43,47510,10.82.165.240,443,PUT,/actuator/health,301,auth,gateway-7f8c9d7b6b-x4n1k,0
2025-12-20 23:04:10,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.172.21.212,63187,10.14.41.12,8080,POST,/actuator/env,401,monitoring,gateway-7f8c9d7b6b-x4n1k,0
2025-12-20 23:04:16,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.30.80.113,14394,10.212.247.119,8080,PATCH,/api/v1/users,400,auth,payment-7b86c9c7b8-q2v7m,0
2025-12-20 23:04:20,SALDIRI,KRITIK,Firmware Enjeksiyonu (Simülasyon),Bloklandı,Execution,FW-INJECT-9001,65.72.49.13,41353,10.148.196.222,8443,POST,/api/v1/users,400,payments,web-5c7b9d4cdd-hm8z1,1
2025-12-20 23:04:25,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.123.110.150,19462,10.180.24.13,8443,PATCH,/wp-login.php,301,dev,api-6d7f8c9b7f-2kq9x,0
2025-12-20 23:04:26,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.185.147.19,37059,10.197.230.196,8080,PATCH,/actuator/env,200,dev,auth-6c5d7f6cbb-9p3a2,0
2025-12-20 23:04:31,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.23.19.36,30973,10.170.242.133,443,PATCH,/actuator/health,201,monitoring,gateway-7f8c9d7b6b-x4n1k,0
2025-12-20 23:04:34,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.56.213.150,32126,10.157.13.153,8080,PATCH,/actuator/env,204,auth,api-6d7f8c9b7f-2kq9x,0
2025-12-20 23:04:40,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.97.9.113,28087,10.160.214.39,443,DELETE,/actuator/health,429,test,api-6d7f8c9b7f-2kq9x,0
2025-12-20 23:04:41,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.181.135.157,17179,10.247.98.246,8080,PATCH,/api/v1/payments,204,payments,web-5c7b9d4cdd-hm8z1,0
2025-12-20 23:04:44,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.202.176.245,19874,10.74.148.11,80,PUT,/wp-login.php,500,dev,gateway-7f8c9d7b6b-x4n1k,0
2025-12-20 23:04:49,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.25.115.164,28110,10.119.26.26,8080,DELETE,/login,500,monitoring,gateway-7f8c9d7b6b-x4n1k,0
2025-12-20 23:04:53,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.30.45.167,61413,10.118.19.234,443,DELETE,/api/v1/users,200,test,payment-7b86c9c7b8-q2v7m,0
2025-12-20 23:04:56,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.145.232.254,34068,10.252.68.218,8443,PUT,/api/v1/orders,200,monitoring,gateway-7f8c9d7b6b-x4n1k,0
2025-12-20 23:04:58,SALDIRI,KRITIK,Firmware Enjeksiyonu (Simülasyon),Bloklandı,Execution,FW-INJECT-9001,10.167.44.103,10239,10.48.94.252,8443,PUT,/api/v1/orders,200,monitoring,web-5c7b9d4cdd-hm8z1,1
2025-12-20 23:05:01,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.238.157.41,8718,10.207.159.177,8080,PUT,/actuator/env,204,payments,web-5c7b9d4cdd-hm8z1,0
2025-12-20 23:05:06,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.185.39.235,36914,10.57.31.213,443,PATCH,/actuator/health,201,test,gateway-7f8c9d7b6b-x4n1k,0
2025-12-20 23:05:06,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.67.212.117,53906,10.29.236.173,8080,GET,/.env,301,monitoring,auth-6c5d7f6cbb-9p3a2,0
2025-12-20 23:05:12,SALDIRI,UYARI,Yan Hareket / Ağ Keşfi,Bloklandı,Reconnaissance,NET-SCAN-1001,36.215.191.229,61128,10.195.229.223,8443,DELETE,/login,500,auth,api-6d7f8c9b7f-2kq9x,1
2025-12-20 23:05:14,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.217.194.211,23709,10.117.126.118,443,PUT,/api/v1/orders,200,dev,api-6d7f8c9b7f-2kq9x,0
2025-12-20 23:05:15,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.125.22.103,15262,10.224.119.139,80,POST,/actuator/health,301,monitoring,api-6d7f8c9b7f-2kq9x,0
2025-12-20 23:05:18,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.89.218.143,23595,10.253.24.249,8443,PATCH,/admin,401,auth,payment-7b86c9c7b8-q2v7m,0
2025-12-20 23:05:22,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.213.68.100,22668,10.124.130.53,80,DELETE,/admin,200,test,auth-6c5d7f6cbb-9p3a2,0
2025-12-20 23:05:27,SALDIRI,UYARI,Yan Hareket / Ağ Keşfi,Bloklandı,Reconnaissance,NET-SCAN-1001,87.155.7.55,50459,10.97.60.192,8443,POST,/actuator/env,204,monitoring,gateway-7f8c9d7b6b-x4n1k,1
2025-12-20 23:05:31,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.238.50.206,14336,10.240.163.235,8080,PUT,/.env,200,payments,payment-7b86c9c7b8-q2v7m,0
2025-12-20 23:05:36,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.194.125.128,54867,10.172.131.196,8443,DELETE,/wp-login.php,201,test,web-5c7b9d4cdd-hm8z1,0
2025-12-20 23:05:38,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.70.118.18,34167,10.77.4.56,8443,PUT,/,429,dev,api-6d7f8c9b7f-2kq9x,0
2025-12-20 23:05:40,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.91.54.236,13602,10.49.76.62,8080,PUT,/api/v1/payments,401,monitoring,payment-7b86c9c7b8-q2v7m,0
2025-12-20 23:05:46,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.243.28.164,33782,10.4.87.22,8443,PUT,/actuator/env,200,dev,auth-6c5d7f6cbb-9p3a2,0
2025-12-20 23:05:51,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.91.161.5,54808,10.106.73.193,8443,GET,/api/v1/payments,201,payments,gateway-7f8c9d7b6b-x4n1k,0
2025-12-20 23:05:56,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.223.118.215,51421,10.38.174.155,8443,PUT,/,500,monitoring,payment-7b86c9c7b8-q2v7m,0
2025-12-20 23:06:00,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.42.137.40,26558,10.194.78.190,8080,PUT,/login,200,monitoring,payment-7b86c9c7b8-q2v7m,0
2025-12-20 23:06:02,SALDIRI,TEHDIT,SQL Injection Denemesi,Bloklandı,Initial Access,WAF-SQLI-3003,24.181.47.153,20150,10.166.197.4,8443,DELETE,/login,404,monitoring,gateway-7f8c9d7b6b-x4n1k,1
2025-12-20 23:06:03,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.153.247.201,62904,10.39.184.65,443,DELETE,/actuator/env,429,test,auth-6c5d7f6cbb-9p3a2,0
2025-12-20 23:06:04,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.153.164.155,12665,10.102.245.81,8443,PUT,/api/v1/payments,500,auth,payment-7b86c9c7b8-q2v7m,0
2025-12-20 23:06:08,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.107.224.205,56584,10.149.35.210,8443,DELETE,/api/v1/users,500,monitoring,api-6d7f8c9b7f-2kq9x,0
2025-12-20 23:06:12,SALDIRI,KRITIK,RBAC Yetki Yükseltme Şüphesi,Engellendi,Privilege Escalation,K8S-RBAC-4005,204.184.43.28,43425,10.127.181.43,80,PATCH,/.env,400,monitoring,auth-6c5d7f6cbb-9p3a2,1
2025-12-20 23:06:14,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.176.12.124,61353,10.53.151.107,80,GET,/api/v1/users,400,payments,auth-6c5d7f6cbb-9p3a2,0
2025-12-20 23:06:17,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.58.11.218,53456,10.175.55.174,443,POST,/actuator/health,201,payments,api-6d7f8c9b7f-2kq9x,0
2025-12-20 23:06:19,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.230.219.100,19265,10.2.109.53,80,PATCH,/login,404,auth,auth-6c5d7f6cbb-9p3a2,0
2025-12-20 23:06:21,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.178.180.217,45168,10.234.88.209,8080,PATCH,/actuator/env,200,monitoring,auth-6c5d7f6cbb-9p3a2,0
2025-12-20 23:06:23,NORMAL,NORMAL,Trafik Akışı Temiz,OK,Benign,OK-0000,10.216.95.125,19953,10.88.85.126,443,POST,/admin,403,auth,gateway-7f8c9d7b6b-x4n1k,0
2025-12-20 23:06:23,NORMAL,NORMAL,Servis Sağlık Kontrolü,OK,Benign,OK-0001,10.250.85.22,3166,10.15.112.75,8080,POST,/actuator/health,301,auth,auth-6c5d7f6cbb-9p3a2,0
